Wikidata ID,name,degree
Q829653,Bounded variation,1
Q220409,Braid theory,1
Q900456,Brauer group,1
Q1010269,Burali-Forti paradox,1
Q5000158,Burnside ring,1
Q2386260,Bézout domain,1
Q5034459,Cap product,1
Q2912114,Cartan algebra,1
Q62912,Cartesian coordinates,1
Q48999031,Category of representations,1
Q769374,Cauchy principal value,1
Q622741,Cauchy–Riemann equations,1
Q859174,Cayley graph,1
Q1195852,Center (group theory),1
Q2513496,Choice function,1
Q18205969,Choquet game,1
Q1744580,Class field theory,1
Q674689,Clifford algebra,1
Q761631,Clique (graph theory),1
Q5137654,Coadjoint representation,1
Q1341061,Cofactor (mathematics),1
Q621542,Commutative diagram,1
Q1780743,Compact operator,1
Q1738274,Compactly generated space,1
Q4370335,Complete category,1
Q381040,Complex conjugate,1
Q2835957,Composition algebra,1
Q818895,Computable number,1
Q2256541,Cone (linear algebra),1
Q513175,Conformal geometry,1
Q1353233,Conjugacy class,1
Q1890389,Connected sum,1
Q23808682,Conservative functor,1
Q338047,Context free grammars,1
Q230689,Contractible,1
Q515173,Contraction mapping,1
Q578985,Convergence of random variables,1
Q319913,Convex function,1
Q104752,Coprime integers,1
Q692689,Coproduct,1
Q247204,Counting measure,1
Q3754024,Critical value,1
Q178192,Cross product,1
Q266775,Crossing number (graph theory),1
Q16667694,Cubic equation,1
Q746007,Cumulant,1
Q3388699,Cup product,1
Q206310,Curl (mathematics),1
Q3001145,Current (mathematics),1
Q2400580,Cusp form,1
Q5244640,De Morgan algebra,1
Q1179446,De Rham cohomology,1
Q1182160,Dedekind zeta function,1
Q3675173,Dehn surgery,1
Q1047080,Differential form,1
Q2916283,Differential graded algebra,1
Q905896,Diophantine equation,1
Q272621,Dirac equation,1
Q1227387,Dirac measure,1
Q5280340,Direct image functor,1
Q906015,Direct limit,1
Q383851,Directional derivative,1
Q1228851,Discrete category,1
Q2878,Discrete Fourier transform,1
Q192487,Discriminant,1
Q1231309,Division algebras,1
Q1625065,Domain of holomorphy,1
Q833089,Doolittle decomposition,1
Q2297777,Dual basis,1
Q3427408,Dual representation,1
Q1755512,Duality (mathematics),1
Q638328,Dynamical system,1
Q5319218,Dynkin diagram,1
Q5349490,Eilenberg-Mac Lane Space,1
Q609566,Elementary matrix transformations,1
Q8519884,Elliptic surface,1
Q2563809,Essential extension,1
Q140283,Essentially surjective functor,1
Q2896043,Euclidean field,1
Q230848,Euclids algorithm,1
Q184871,Euler's formula,1
Q190026,Euler's totient function,1
Q2100733,Exact form,1
Q381725,Exact functor,1
Q498186,Exclusive or,1
Q2039387,Extended real number line,1
Q3041173,Extension problem,1
Q1385465,Extreme point,1
Q2339261,Falling factorial,1
Q207264,Fermat number,1
Q16897605,Fiber functor,1
Q5446381,Fibered manifold,1
Q493941,Fibration,1
Q5449241,Filtered algebra,1
Q5449247,Filtered category,1
Q2375712,Finitely generated module,1
Q4055684,First-order logic,1
Q1003136,Forcing (mathematics),1
Q2646117,Forgetful functor,1
Q17097900,Formally real field,1
Q1339058,Fractional calculus,1
Q5477875,Frame (linear algebra),1
Q176244,Frattini subgroup,1
Q5499350,Fredholm module,1
Q5500202,Free category,1
Q5499906,Free Lie algebra,1
Q5500266,Free monoid,1
Q5508773,Function field of an algebraic variety,1
Q224821,Fuzzy logic,1
Q1491747,Galois connection,1
Q3427418,Galois module,1
Q213488,Geodesic,1
Q1186649,Geometric algebra,1
Q1306887,Geometric series,1
Q1531713,Global field,1
Q41690,Golden ratio,1
Q15534632,Graded ring,1
Q173582,Gradient,1
Q475239,Gram–Schmidt process,1
Q3385162,Graph homomorphism,1
Q131752,Greatest common divisor,1
Q2602722,Group ring,1
Q1162676,Haar measure,1
Q477921,Hamiltonian mechanics,1
Q3055336,Hartley function,1
Q1186007,Hartogs number,1
Q2372257,Hasse–Weil zeta function,1
Q1501997,Hausdorff distance,1
Q5691503,Heap (mathematics),1
Q1609475,Herbrand universe,1
Q652941,Hermitian matrix,1
Q6500908,Hermitian operator,1
Q620495,Hessian (mathematics),1
Q584521,Homeomorphism (graph theory),1
Q5891840,Homotopy type theory,1
Q204034,Hyperbolic function,1
Q21028472,Hypergeometric function,1
Q840247,Hypergraph,1
Q657586,Hyperplane,1
Q973321,Hypersurface,1
Q5988368,Identity component,1
Q1464168,Index of a subgroup,1
Q3427423,Induced representation,1
Q6033616,Inhabited set,1
Q13416298,Initial topology,1
Q10167591,Initial value problem,1
Q2112483,Injective resolution,1
Q17141489,Intersecting,1
Q185148,Interval on the real line,1
Q176786,Intuitionistic logic,1
Q2706744,Invariant subspace,1
Q191884,Inverse function,1
Q3022118,Inverse semigroup,1
Q6073574,Irreducible component,1
Q621850,Irreflexive relation,1
Q1677769,Jacobson radical,1
Q6269005,Join (mathematics),1
Q1703597,Jordan measure,1
Q15615154,K-theory,1
Q634557,Killing form,1
Q2634506,Kleene algebra,1
Q23638,Klein bottle,1
Q550593,Klein four-group,1
Q868967,Klein–Gordon equation,1
Q1773982,Kleisli category,1
Q2462350,Kripke semantics,1
Q192826,Kronecker delta,1
Q1609490,Kähler differentials,1
Q861606,Lagrange polynomial,1
Q242028,Lambda calculus,1
Q429331,Lambert W function,1
Q269878,Landau symbol,1
Q6497088,Lattice (group theory),1
Q425432,Laurent series,1
Q1049869,Lebesgue's number lemma,1
Q126955,Level set,1
Q6543809,Lie algebra cohomology,1
Q579267,Lie derivative,1
Q1771501,Limit cardinal,1
Q1076611,Limit superior and limit inferior,1
Q841805,Lindenbaum–Tarski algebra,1
Q1509762,Line bundle,1
Q1752667,Linear code,1
Q1129902,Linear differential equation,1
Q484637,Linear equation,1
Q27948,List (abstract data type),1
Q3275652,Local base,1
Q1052761,Local homeomorphism,1
Q1651704,Logical disjunction,1
Q2361277,Lusternik–Schnirelmann category,1
Q3845212,Mapping class group,1
Q178377,Mathematical induction,1
Q2143621,Mathematical topo,1
Q16908484,Maximal subgroup,1
Q2421905,Mayer–Vietoris sequence,1
Q606934,Mellin transform,1
Q25106477,Minimal generating set,1
Q1545397,Minimal surface,1
Q464794,Minkowski space,1
Q755092,Minkowski's inequality,1
Q1538614,Modular lattice,1
Q6897118,Moment map,1
Q1579914,Monad (functional programming),1
Q543956,Monodromy,1
Q4381562,Moore space (algebraic topology),1
Q2981889,Motivic cohomology,1
Q2915234,Motzkin number,1
Q6918890,Moufang loop,1
Q2228257,Multiple roots of a polynomial,1
Q226843,Möbius strip,1
Q5154570,N-skeleton,1
Q1397835,Near-ring,1
Q190558,Negation,1
Q17099363,Nerve (category theory),1
Q1191147,Net (mathematics),1
Q840023,Nilpotent,1
Q590554,Noetherian topological space,1
Q1190223,Non-deterministic Turing machine,1
Q233858,Non-euclidean geometries,1
Q27961566,Nondegenerate form,1
Q2370925,Normal bundle,1
Q1071795,Normal space,1
Q743179,Normal subgroup,1
Q273176,Normal vector,1
Q1999917,Normed algebra,1
Q1991405,Nowhere dense set,1
Q2632649,Open and closed maps,1
Q980557,Operator norm,1
Q7098616,Opposite category,1
Q3117899,Opposite group,1
Q40460,Orbifold,1
Q2836000,*-algebra,0
Q332465,Absolut convergence,0
Q332504,Absolute continuity,0
Q1084766,Abstract nonsense,0
Q4672496,Accessible category,0
Q1017106,Adjoint representation,0
Q382504,Affine hull,0
Q4718108,Alexander's trick,0
Q1139334,Almost everywhere,0
Q438842,Alternating series,0
Q4739384,Amalgamation property,0
Q4751141,Analytic space,0
Q1137726,Arc (graph theory),0
Q4795851,Arrangement of planes,0
Q45922,Arrow,0
Q752718,Asymptotic analysis,0
Q261484,Atom (order theory),0
Q4820423,Augmentation ideal,0
Q16039868,Automaton,0
Q220680,Banach fixed-point theorem,0
Q3459695,Banach–Mazur game,0
Q4078260,Barycentric subdivision,0
Q9332,Behavior,0
Q133871,Bell Curve,0
Q2346201,Bernoulli polynomials,0
Q181328,Bernoulli's equation,0
Q429593,Betti number,0
Q947922,Binormal,0
Q174733,Bipartite graph,0
Q663908,Bivector,0
Q2634401,Boolean ring,0
Q4944906,Borel determinacy,0
Q4951625,Box topology,0
Q178036,Brownian movement,0
Q4978699,Bruhat decomposition,0
Q216861,Calculus of variations,0
Q1047475,Casimir element,0
Q270513,Catalan number,0
Q5051825,Categorification,0
Q5051844,Category of elements,0
Q217847,Cauchy sequence,0
Q1756828,Cayley–Dickson construction,0
Q3139849,Cellular homology,0
Q2428439,Central simple algebra,0
Q230797,Chain (disambiguation),0
Q207455,Chain rule,0
Q166314,Chaos theory,0
Q5072826,Chaotic,0
Q11498021,Character tables,0
Q360446,Characteristics,0
Q249514,Chebyshev's inequality,0
Q847816,Christoffel symbol,0
Q1089708,Church numeral,0
Q1048949,Cofibration,0
Q1283623,Cofinality,0
Q2893695,Cohen–Macaulay ring,0
Q906907,Coherent sheaf,0
Q4227156,Coinduction,0
Q1779341,Collection,0
Q504843,Colouring algorithm,0
Q1481571,Combinator,0
Q336787,Combinatorial enumeration,0
Q1780005,Comma category,0
Q7574800,Commutative semigroup,0
Q2989763,Commutator,0
Q5155306,Compact element,0
Q1669863,Compact-open topology,0
Q906456,Comparison of topologies,0
Q19924622,Complement,0
Q5156447,Complete Boolean algebra,0
Q50704,Completing the square,0
Q16889279,Complex line,0
Q445569,Complexification,0
Q908207,Complexity class,0
Q1437394,Concept lattice,0
Q772232,Conditional expectation,0
Q327069,Conditional probabilities,0
Q1140902,Confluence (abstract rewriting),0
Q154210,Congruence (geometry),0
Q527863,Conjecture of Birch and Swinnerton-Dyer,0
Q5161408,Connected category,0
Q1783105,Contact geometry,0
Q206816,Continued fraction,0
Q5165503,Continuous predicate,0
Q241663,Continuum,0
Q403082,Contraction,0
Q1077442,Contrapositive,0
Q2234833,Convex analysis,0
Q5176824,Countable chain condition,0
Q643300,Countably locally finite,0
Q596077,Counterexample,0
Q899539,Cross ratio,0
Q8789,CryptologY,0
Q18349448,Cumulative hierarchy,0
Q1144925,Currying,0
Q225014,Cycle,0
Q81365,Decimal,0
Q5249756,Dedekind completion,0
Q851333,Dedekind cut,0
Q1052034,Definiteness of a matrix,0
Q101072,DefinitioN,0
Q673444,Dense subspace,0
Q48996306,Density theorem (category theory),0
Q4830558,Determinacy axiom,0
Q1224446,Difference quotient,0
Q5130428,Differential (mathematics),0
Q1063579,Dirichlet character,0
Q378637,Discrete dynamical system,0
Q5282259,Disjoint union (topology),0
Q180634,Distributed programming,0
Q5284415,Divisibility (ring theory),0
Q5299992,Double coset,0
Q5299605,Double-negation translation,0
Q1243340,Doubly stochastic matrix,0
Q1296024,Effectiveness,0
Q273711,Einstein field equation,0
Q673253,Einstein notation,0
Q877149,Elementary embedding,0
Q5498822,Ergodic theory,0
Q282023,Euler - Maclaurin formula,0
Q1194667,Euler product,0
Q295785,Extension,0
Q3062935,F-coalgebra,0
Q5428731,Factor system,0
Q3788278,Fermat quotient,0
Q1317359,Feynman–Kac formula,0
Q1640811,Fiber (mathematics),0
Q774579,Field of fractions,0
Q28835,FieldsMedal,0
Q1187724,Filtration (mathematics),0
Q5450381,Finitary,0
Q2915225,Finite intersection property,0
Q2370289,Finite morphism,0
Q217608,Fixed point (mathematics),0
Q297187,Flag (mathematics),0
Q215193,Floor and ceiling functions,0
Q81881,Fork,0
Q573631,Fredholm operator,0
Q1637144,Function field analogy,0
Q1474584,Functional calculus,0
Q244615,Game of Life,0
Q2658,Gaussian elimination,0
Q5532504,Generalized quantifier,0
Q860609,Generating function,0
Q449470,Generic point,0
Q1503309,Geometrization conjecture,0
Q5535486,Geometry (group theory),0
Q2520842,Germ (mathematics),0
Q166507,Glossary of graph theory terms,0
Q16783922,Glossary of scheme theory,0
Q2358888,Glossary of topology,0
Q485520,Goldbach's conjecture,0
Q363874,Graph,0
Q1128678,Grothendieck group,0
Q1408937,Group cohomology,0
Q1946642,H-cobordism,0
Q1317202,Harmonic form,0
Q599027,Harmonic function,0
Q190070,Harmonic oscillator,0
Q464100,Harmonic series (mathematics),0
Q901446,Hasse diagram,0
Q2115578,Hasse principle,0
Q6510488,Heat equation,0
Q658574,Hermite polynomials,0
Q17029637,Higher-dimensional algebra,0
Q740060,Hilbert symbol,0
Q910361,Hilbert systems,0
Q3062521,HNN extension,0
Q9382514,Homotopy extension property,0
Q3983973,Homotopy lifting property,0
Q1627604,Hopf fibration,0
Q3082377,Hyperkähler manifold,0
Q5958653,Hyperstructure,0
Q5961184,Hypostatic abstraction,0
Q41719,Hypotheses,0
Q224884,Ideal,0
Q2243424,Idempotent (ring theory),0
Q860530,Image (category theory),0
Q6002514,Imaginary element,0
Q15297666,Immanant,0
Q3149511,Impredicativity,0
Q1331373,Inaccessible cardinal,0
Q4582901,Incidence geometry,0
Q849335,Inclusion exclusion principle,0
Q625303,Independence (probability theory),0
Q17130880,Induced topology,0
Q6034324,Injective hull,0
Q273328,Integration by parts,0
Q2358071,Inverse Galois problem,0
Q16799755,Isometry (disambiguation),0
Q17098238,Isotypic component,0
Q750099,Iwasawa decomposition,0
Q2605695,Jacobian conjecture,0
Q1269,Jam,0
Q6188933,Jet bundle,0
Q6322838,K-homology,0
Q856666,Kac–Moody algebra,0
Q3055409,Karoubi envelope,0
Q202400,Kernel,0
Q1456811,Kolmogorov complexity,0
Q601796,Korteweg–de Vries equation,0
Q255166,Kullback–Leibler divergence,0
Q598870,Lagrange multiplier,0
Q679367,Latin square,0
Q2754968,LatticE,0
Q3538331,Lattice of subgroups,0
Q906302,Laws of Form,0
Q6505076,Lawvere theory,0
Q853831,Lebesgue-integrable,0
Q2510203,Leech lattice,0
Q215405,Legendre polynomials,0
Q1144915,Lexicographic order,0
Q858223,Limit point,0
Q6549451,Limit point compact,0
Q652707,Lipschitz continuity,0
Q5165409,List of continuity-related mathematical topics,0
Q394747,List of things named after Gottfried Leibniz,0
Q251307,Localization,0
Q902017,Logarithm of a matrix,0
Q1350206,Logarithmic integral function,0
Q1334417,Lorentz group,0
Q1543600,Lower limit topology,0
Q1361393,Lusin's theorem,0
Q3064355,M-matrix,0
Q176645,Markov chain,0
Q842436,Markov's inequality,0
Q17988630,Mathematical theory (disambiguation),0
Q19623879,Mathematical variety,0
Q934200,Mathieu group,0
Q29167,Matrix calculus,0
Q1191722,Matrix exponential,0
Q6787889,Matrix representation,0
Q898572,Matroid,0
Q51501,Maxwell's equations,0
Q2796622,MeaN,0
Q193983,Meta language,0
Q6822437,Metacompact space,0
Q630649,Metre (music),0
Q430450,Microlocal analysis,0
Q638982,Moment (mathematics),0
Q229941,Monad,0
Q232207,Monte Carlo method,0
Q6912366,Morita equivalence,0
Q3139850,Morse homology,0
Q2296951,Morse theory,0
Q279433,Multi-function printer,0
Q36248,Multiple cross products,0
Q145825,Nadir,0
Q1572108,Natural deduction,0
Q1749812,Newton's identities,0
Q4321370,Nilpotent ideal,0
Q7524253,Non-singular,0
Q2746792,Noncommutative geometry,0
Q7049229,Noncommutative topology,0
Q840226,Normal modal logic,0
Q7051829,Normal scheme,0
Q2602075,Nuclear C*-algebra,0
Q3879236,Nucleus (order theory),0
Q7072039,O-minimal,0
Q2026614,Operator topologies,0
Q230664,Orbit (disambiguation),0
Q1321469,Order topology,0
Q1142215,Ordinal arithmetic,0
Q986499,Ore condition,0
Q7100975,Ore extension,0
Q2748415,Orientability,0
Q2365325,Orthonormal basis,0
Q170475,Oscillation,0
Q17118682,P-space,0
Q230967,Parity (mathematics),0
Q6632024,Partition (mathematics),0
Q1082910,Partition (number theory),0
Q7140635,Partition functional,0
Q1415372,Path (graph theory),0
Q1725409,Peano curve,0
Q15736718,Pencil (mathematics),0
Q18085712,Permutation model,0
Q60792472,Permutation representation,0
Q180536,Philosophy of mathematics,0
Q1130535,PlanetMath,0
Q62494,Polar coordinates,0
Q1817177,Polarization identity,0
Q249104,PoleS,0
Q2103196,Polydisc,0
Q1632419,Pontryagin duality,0
Q1154848,Potential theory,0
Q1393014,Pre-measure,0
Q2099981,Preadditive category,0
Q956059,Presburger arithmetic,0
Q915906,Presentation of a group,0
Q1014491,Prime knot,0
Q207522,Probability density function,0
Q7249450,Projection formula,0
Q7249465,Projective cover,0
Q401319,Puiseux expansion,0
Q1969983,Pushforward (differential),0
Q208225,Pythagorean triple,0
Q7268354,Quadratic algebra,0
Q576422,Quadrature (mathematics),0
Q234881,Quantum electrodynamics,0
Q1206311,Quantum logic,0
Q493980,Quiver (mathematics),0
Q2125865,Radical,0
Q1428097,Radius of convergence,0
Q1191319,Radon–Nikodym theorem,0
Q1260803,Rank of an abelian group,0
Q4391254,Rational homotopy theory,0
Q7301156,Real form,0
Q6423024,Reduced ring,0
Q55631370,Refinement (category theory),0
Q6101219,Reflective subcategory,0
Q752532,Regular language,0
Q735071,Regular polyhedron,0
Q1555242,Regular representation,0
Q3925845,Regular singular point,0
Q55643339,Relative cycle,0
Q5156434,Relatively complemented lattice,0
Q7314220,Representation ring,0
Q2145720,Residuals,0
Q16858946,Restriction of scalars,0
Q2141963,Retract,0
Q1195879,Ricci-curvature,0
Q2152570,Riesz space,0
Q5695923,Ring of fractions,0
Q2064647,Ring of sets,0
Q351030,Roots,0
Q557624,Rule of product,0
Q2360148,Rule of sum,0
Q2997763,Rupture field,0
Q895815,Scott-continuous,0
Q1548746,Second-order logic,0
Q855622,Sectional curvature,0
Q7448760,Selmer group,0
Q2269145,Semilinear map,0
Q843632,Sequent,0
Q1771121,Sequent calculus,0
Q11095962,Serre duality,0
Q7512593,Sign relation,0
Q298582,Signature (mathematics),0
Q7520902,Simplicial homology,0
Q60227,Sin,0
Q2291918,Skeleton (category theory),0
Q275447,Slope,0
Q7553048,Socle (mathematics),0
Q1770567,Soliton (topology),0
Q7432,Species (biology),0
Q7575215,Spectral theory of ordinary differential equations,0
Q1756677,Stability theory,0
Q7601281,Star product,0
Q4420916,Steiner system,0
Q285771,Stieltjes Integral,0
Q2601117,Stirling numbers of the second kind,0
Q176737,Stochastic process,0
Q6671777,Structure,0
Q7625098,Structure constants,0
Q7631142,Subfunctor,0
Q360830,Subgroup series,0
Q2547089,Subobject,0
Q7631737,Subobject classifier,0
Q207326,Summit,0
Q3977654,Superalgebra,0
Q3611545,Supercommutative algebra,0
Q193442,Supersymmetry,0
Q55643402,Symmetric power,0
Q16966154,Symmetric set,0
Q2431134,Symmetry in mathematics,0
Q131251,Tangent,0
Q7683003,Tangle diagram,0
Q529752,Terminal object,0
Q660730,Topological subspace,0
Q355152,Torsion,0
Q1936288,Total variation,0
Q3893192,Totally positive matrix,0
Q506265,Triangular matrix,0
Q273008,TrigonometricFunctions/Trigonometric Identities,0
Q1080547,Truncation,0
Q44746,Uncertainty principle,0
Q741865,Uniform continuity,0
Q7885110,Uniform module,0
Q118084,Unit (ring theory),0
Q1188344,Unknot,0
Q365832,Valuation,0
Q7914952,Vanish at infinity,0
Q3229352,Vitali covering lemma,0
Q1970172,Von Neumann algebra,0
Q193846,Wave equation,0
Q9993851,Weak formulation,0
Q7980190,Weil restriction,0
Q1069378,Weyl algebra,0
Q1056809,Wiener process,0
Q81294,Wolfram Mathematica,0
Q10944557,Word (mathematics),0
Q828111,Zero divisor,0
Q8078428,Étale morphism,0
Q35059,"",0
Q109314515,"",0
Q72535212,"",0
Q2976036,"",0
Q19619110,"",0
