parent_qid,parent_label,child_qid,child_label,relation,confidence,source_url,target_url,context,model,cache_hit
Q1194212,Ring homomorphism,,isomorphism,subclass_of,0.900,https://mathgloss.github.io/MathGloss/chicago/ring_homomorphism,https://mathgloss.github.io/MathGloss/chicago/isomorphism,"ring) $S$ and $R$ such that - $f:(S,+) \to (R,+)$ is a group homomorphism; - $f(s_1s_2)= f(s_1)f(s_2)$ for all $s_1,s_2\in S$; - $f(1) = 1$. A ring isomorphism is a homomorphism that happens to also be a bijection.",deepseek-v3.1:671b-cloud,yes
Q1203540,Maximal ideal,Q44649,Ideal (ring theory),subclass_of,0.950,https://mathgloss.github.io/MathGloss/chicago/maximal_ring_ideal,https://mathgloss.github.io/MathGloss/chicago/ring_ideal,"An ideal $I$ of the ring $R$ is maximal if for any ideal $J$ such that $I\subseteq J$, either $J=I$ or $J=R$.",deepseek-v3.1:671b-cloud,yes
Q1228851,Discrete category,Q719395,Category (mathematics),subclass_of,0.950,https://mathgloss.github.io/MathGloss/chicago/discrete_category,https://mathgloss.github.io/MathGloss/chicago/category,A category is discrete if its morphisms are only the identity morphisms.,deepseek-v3.1:671b-cloud,yes
Q1231309,Division algebras,Q1000660,Algebra over a field,subclass_of,0.950,https://mathgloss.github.io/MathGloss/chicago/division_algebra,https://mathgloss.github.io/MathGloss/chicago/algebra_over_a_field,"A division algebra $D$ is an algebra over the field $F$ such that for any element $a$ in $D$ and any non-zero element $b$ in $D$, there exists exactly one element $x\in D$ with $a=bx$ and exactly one e",deepseek-v3.1:671b-cloud,yes
Q1231309,Division algebras,Q744960,Associative algebra,subclass_of,0.850,https://mathgloss.github.io/MathGloss/chicago/division_algebra,https://mathgloss.github.io/MathGloss/chicago/associative_algebra,"hGloss/chicago/field) $F$ such that for any element $a$ in $D$ and any non-zero element $b$ in $D$, there exists exactly one element $x\in D$ with $a=bx$ and exactly one element $y \in D$ such that $a=yb$. If $D$ is an associative algebra, then we just require that $D$ have an identity element under the binary operation and",deepseek-v3.1:671b-cloud,yes
Q1231309,Division algebras,,identity_element,has_part,0.850,https://mathgloss.github.io/MathGloss/chicago/division_algebra,https://mathgloss.github.io/MathGloss/chicago/identity_element,"ment $x\in D$ with $a=bx$ and exactly one element $y \in D$ such that $a=yb$. If $D$ is an associative algebra, then we just require that $D$ have an identity element under the binary operation and every nonzero element have a multiplicative inverse.",deepseek-v3.1:671b-cloud,yes
Q1231309,Division algebras,Q164307,BinaryOperation,has_part,0.850,https://mathgloss.github.io/MathGloss/chicago/division_algebra,https://mathgloss.github.io/MathGloss/chicago/binary_operation,"associative algebra](https://mathgloss.github.io/MathGloss/chicago/associative_algebra), then we just require that $D$ have an identity element under the binary operation and every nonzero element have a multiplicative inverse.",deepseek-v3.1:671b-cloud,yes
Q1231309,Division algebras,,inverse_element,has_part,0.870,https://mathgloss.github.io/MathGloss/chicago/division_algebra,https://mathgloss.github.io/MathGloss/chicago/inverse_element,D$ have an identity element under the binary operation and every nonzero element have a multiplicative inverse.,deepseek-v3.1:671b-cloud,yes
Q125977,VectorSpaces,Q190109,Field (mathematics),has_part,0.950,https://mathgloss.github.io/MathGloss/chicago/vector_space,https://mathgloss.github.io/MathGloss/chicago/field,"A vector space $V$ over the field $F$ is a set together with two operations ""addition"" ($+: V\times V \to V$) and ""scalar multiplication"" ($\cdot: F\times V \to V$) satisfying the following eight axioms: 1. Addition is [associative](https://mathgloss.gi",deepseek-v3.1:671b-cloud,yes
Q125977,VectorSpaces,Q177251,Associative property,has_property,0.850,https://mathgloss.github.io/MathGloss/chicago/vector_space,https://mathgloss.github.io/MathGloss/chicago/associative,"github.io/MathGloss/chicago/field) $F$ is a set together with two operations ""addition"" ($+: V\times V \to V$) and ""scalar multiplication"" ($\cdot: F\times V \to V$) satisfying the following eight axioms: 1. Addition is associative 2. Addition is commutative 3. There exists a vector $0 \in V$ such that $0 + v = v$ for all $v \in V$. ($0$ is the additive [identity](https://mathgloss.githu",deepseek-v3.1:671b-cloud,yes
Q125977,VectorSpaces,Q165474,Commutative,has_property,0.900,https://mathgloss.github.io/MathGloss/chicago/vector_space,https://mathgloss.github.io/MathGloss/chicago/commutative,"($+: V\times V \to V$) and ""scalar multiplication"" ($\cdot: F\times V \to V$) satisfying the following eight axioms: 1. Addition is associative 2. Addition is commutative 3. There exists a vector $0 \in V$ such that $0 + v = v$ for all $v \in V$. ($0$ is the additive identity in $V$) 4. For every $v \in V$, there exists $-v \in V$",deepseek-v3.1:671b-cloud,yes
Q125977,VectorSpaces,,identity,has_part,0.850,https://mathgloss.github.io/MathGloss/chicago/vector_space,https://mathgloss.github.io/MathGloss/chicago/identity,"($-v$ is the additive inverse of $v$) 5. $a(bv)= (ab)v$ for all $a,b \in F$ and $v \in V$. 6. $1v = v$ for all $v \in V$, where $1$ is the multiplicative identity in $F$. 7. $a(u+v) = au+av$ for all $a \in F$, $u,v \in V$. 8. $(a+b)v = av+bv$ for all $a,b \in F$, $v\in V$. Axioms 7. and 8. are distributive laws.",deepseek-v3.1:671b-cloud,yes
Q125977,VectorSpaces,,inverse_element,has_part,0.900,https://mathgloss.github.io/MathGloss/chicago/vector_space,https://mathgloss.github.io/MathGloss/chicago/inverse_element,"+ v = v$ for all $v \in V$. ($0$ is the additive identity in $V$) 4. For every $v \in V$, there exists $-v \in V$ such that $v + (-v) = 0$. ($-v$ is the additive inverse of $v$) 5. $a(bv)= (ab)v$ for all $a,b \in F$ and $v \in V$. 6. $1v = v$ for all $v \in V$, where $1$ is the multiplicative identity in $F$. 7. $a(u+v) = au+av$",deepseek-v3.1:671b-cloud,yes
Q125977,VectorSpaces,,distributive,has_property,0.900,https://mathgloss.github.io/MathGloss/chicago/vector_space,https://mathgloss.github.io/MathGloss/chicago/distributive,"the multiplicative identity in $F$. 7. $a(u+v) = au+av$ for all $a \in F$, $u,v \in V$. 8. $(a+b)v = av+bv$ for all $a,b \in F$, $v\in V$. Axioms 7. and 8. are distributive laws.",deepseek-v3.1:671b-cloud,yes
Q1260803,Rank of an abelian group,,abelian,has_property,0.950,https://mathgloss.github.io/MathGloss/chicago/rank_of_a_finitely_generated_abelian_group,https://mathgloss.github.io/MathGloss/chicago/abelian,Let $G$ be a finitely generated abelian group. By the [Fundamental Theorem of Finitely Generated Abelian Groups](https://mathgloss.github.io/MathGloss/chicago/Fundamental_Theorem_of_Finitely_Generated_Ab,deepseek-v3.1:671b-cloud,yes
Q1292333,Free module,Q18848,Module (algebra),subclass_of,0.950,https://mathgloss.github.io/MathGloss/chicago/free_module,https://mathgloss.github.io/MathGloss/chicago/module_over_a_ring,Let $R$ be a ring. An $R$-module $M$ is free over a subset $S\subseteq M$ if $S$ is linearly independent and [generates](https://mathgloss.github.io/MathGloss/chicago/generate_an,deepseek-v3.1:671b-cloud,yes
Q130998,EquivalenceRelation,Q621461,Symmetric relation,subclass_of,0.950,https://mathgloss.github.io/MathGloss/chicago/equivalence_relation,https://mathgloss.github.io/MathGloss/chicago/symmetric,"An equivalence relation $\sim$ on a set $X$ is a binary relation that is reflexive, symmetric, and transitive. That is, for all $a,b,c \in X$, 1. $a\sim a$. 2. $a \sim b$ if and only if $b \sim a$. 3. If $a \sim b$ and $b \sim c$, then $a\sim c$.",deepseek-v3.1:671b-cloud,yes
Q130998,EquivalenceRelation,Q64861,Transitive relation,subclass_of,0.950,https://mathgloss.github.io/MathGloss/chicago/equivalence_relation,https://mathgloss.github.io/MathGloss/chicago/transitive,"ion](https://mathgloss.github.io/MathGloss/chicago/binary_relation) that is reflexive, symmetric, and transitive. That is, for all $a,b,c \in X$, 1. $a\sim a$. 2. $a \sim b$ if and only if $b \sim a$. 3. If $a \sim b$ and $b \sim c$, then $a\sim c$.",deepseek-v3.1:671b-cloud,yes
Q1334417,Lorentz group,Q83478,GrouP,subclass_of,0.950,https://mathgloss.github.io/MathGloss/chicago/lorentz_group,https://mathgloss.github.io/MathGloss/chicago/group,"The Lorentz group is the generalized orthogonal group $\text{O}(3,1)$ (or, alternatively, $\text{O}(1,3)$ depending on the [metric](https://mathgloss.github.",deepseek-v3.1:671b-cloud,yes
Q1334417,Lorentz group,,generalized_orthogonal_group,subclass_of,0.950,https://mathgloss.github.io/MathGloss/chicago/lorentz_group,https://mathgloss.github.io/MathGloss/chicago/generalized_orthogonal_group,"The Lorentz group is the generalized orthogonal group $\text{O}(3,1)$ (or, alternatively, $\text{O}(1,3)$ depending on the metric signature convention being used).",deepseek-v3.1:671b-cloud,yes
Q1340572,Finitely generated module,Q18848,Module (algebra),subclass_of,0.950,https://mathgloss.github.io/MathGloss/chicago/finitely_generated_r-module,https://mathgloss.github.io/MathGloss/chicago/module_over_a_ring,Let $R$ be a ring. An $R$-module $M$ is finitely generated if it is generated by a finite subset of itself.,deepseek-v3.1:671b-cloud,yes
Q1340800,Endomorphism,,homomorphism,subclass_of,0.950,https://mathgloss.github.io/MathGloss/chicago/endomorphism,https://mathgloss.github.io/MathGloss/chicago/homomorphism,An endomorphism is a homomorphism from an object to itself.,deepseek-v3.1:671b-cloud,yes
Q13408581,Q13408581,,multilinear,has_property,0.850,https://mathgloss.github.io/MathGloss/chicago/exterior_power_of_linear_transformation,https://mathgloss.github.io/MathGloss/chicago/multilinear,"or space](https://mathgloss.github.io/MathGloss/chicago/vector_space) and let $T:V\to V$ be a linear transformation. For integer $m$, there exists a multilinear transformation $$\wedge^m(T): \wedge^m(V) \to \wedge^m(V)$$ from the $m$-fold exterior product to itself given by $$v_1\wedge\cdots\wedge",deepseek-v3.1:671b-cloud,yes
Q13408581,Q13408581,,exterior_power_of_a_vector_space,has_part,0.850,https://mathgloss.github.io/MathGloss/chicago/exterior_power_of_linear_transformation,https://mathgloss.github.io/MathGloss/chicago/exterior_power_of_a_vector_space,"loss/chicago/linear_transformation). For integer $m$, there exists a multilinear transformation $$\wedge^m(T): \wedge^m(V) \to \wedge^m(V)$$ from the $m$-fold exterior product to itself given by $$v_1\wedge\cdots\wedge v_m \mapsto T(v_1)\wedge\cdots\wedge T(v_m).$$",deepseek-v3.1:671b-cloud,yes
Q1353233,Conjugacy class,Q288465,Group action,has_part,0.850,https://mathgloss.github.io/MathGloss/chicago/conjugacy_classes,https://mathgloss.github.io/MathGloss/chicago/group_action,Let $G$ be a group. Then $G$ acts on itself by conjugation: $$g\cdot x = gxg^{-1}.$$ The orbits of this action are call,deepseek-v3.1:671b-cloud,yes
Q1363919,Second countable,Q213363,Open set,has_property,0.700,https://mathgloss.github.io/MathGloss/chicago/second-countable,https://mathgloss.github.io/MathGloss/chicago/open,A set $X$ is second-countable if there exists a countable collection $\mathcal A$ of open sets in $X$ such that every open set is a union of sets of $A$.,deepseek-v3.1:671b-cloud,yes
Q1366002,Path (topology),Q170058,Continuity property,has_property,0.850,https://mathgloss.github.io/MathGloss/chicago/path,https://mathgloss.github.io/MathGloss/chicago/continuous,Let $X$ be a topological space. A path in $X$ is a continuous function from the unit interval $I$ to $X$.,deepseek-v3.1:671b-cloud,yes
Q1369621,Schwartz space,,locally_constant,has_property,0.950,https://mathgloss.github.io/MathGloss/chicago/schwartz_space,https://mathgloss.github.io/MathGloss/chicago/locally_constant,"absolute value. Then the Schwartz space, or the collection of Schwartz-Bruhat functions, consists of the functions from $F$ to $\mathbb C$ that are locally constant and have compact support. It is often either denoted $C_c^\infty(F)$ or $\mathcal S(F)$.",deepseek-v3.1:671b-cloud,yes
Q1369621,Schwartz space,,compact_support,has_property,0.850,https://mathgloss.github.io/MathGloss/chicago/schwartz_space,https://mathgloss.github.io/MathGloss/chicago/compact_support,"chwartz space, or the collection of Schwartz-Bruhat functions**, consists of the functions from $F$ to $\mathbb C$ that are locally constant and have compact support. It is often either denoted $C_c^\infty(F)$ or $\mathcal S(F)$.",deepseek-v3.1:671b-cloud,yes
Q1393014,Pre-measure,,σ-additive,has_property,0.950,https://mathgloss.github.io/MathGloss/chicago/pre-measure,https://mathgloss.github.io/MathGloss/chicago/σ-additive,"= 0$ and for every sequence $\{A_n\}_{n\in\mathbb N}\subset R$ of pairwise disjoint subsets whose union is in $R$, $$\mu_0\left(\bigcup_{n\in\mathbb N}A_n\right) = \sum_{n\in\mathbb N} \mu_0(A_n).$$ That is, $\mu_0$ is σ-additive.",deepseek-v3.1:671b-cloud,yes
Q1393796,Quotient space (linear algebra),Q125977,VectorSpaces,subclass_of,0.850,https://mathgloss.github.io/MathGloss/chicago/quotient_vector_space,https://mathgloss.github.io/MathGloss/chicago/vector_space,Define an equivalence relation $\sim$ on a vector space $V$ with subspace $W$ by $$v_1 \sim v_2 \text{ if } v_1-v_2 \in W.$$ Then the quotient of $V$ by $W$ is the set of [equivalence classes](https://mathg,deepseek-v3.1:671b-cloud,yes
Q1393796,Quotient space (linear algebra),Q1211071,Equivalence class,has_part,0.900,https://mathgloss.github.io/MathGloss/chicago/quotient_vector_space,https://mathgloss.github.io/MathGloss/chicago/equivalence_class,.io/MathGloss/chicago/vector_space) $V$ with subspace $W$ by $$v_1 \sim v_2 \text{ if } v_1-v_2 \in W.$$ Then the quotient of $V$ by $W$ is the set of equivalence classes of $\sim$ in $V$.,deepseek-v3.1:671b-cloud,yes
Q1411166,Orthonormality,,norm,has_property,0.850,https://mathgloss.github.io/MathGloss/chicago/orthonormal,https://mathgloss.github.io/MathGloss/chicago/norm,A set $S$ of vectors in an inner product space is orthonormal if every element of $S$ has norm $1$ and each vector in the set is orthogonal to every other vector in the set.,deepseek-v3.1:671b-cloud,yes
Q1411166,Orthonormality,Q215067,Orthogonal,has_property,0.850,https://mathgloss.github.io/MathGloss/chicago/orthonormal,https://mathgloss.github.io/MathGloss/chicago/orthogonal,oduct space](https://mathgloss.github.io/MathGloss/chicago/inner_product_space) is orthonormal if every element of $S$ has norm $1$ and each vector in the set is orthogonal to every other vector in the set.,deepseek-v3.1:671b-cloud,yes
Q1428110,Regular measure,,inner_regular,has_property,0.950,https://mathgloss.github.io/MathGloss/chicago/regular,https://mathgloss.github.io/MathGloss/chicago/inner_regular,A measure is regular if it is both inner regular and outer regular.,deepseek-v3.1:671b-cloud,yes
Q1432554,Quotient module,Q18848,Module (algebra),subclass_of,0.850,https://mathgloss.github.io/MathGloss/chicago/quotient_of_modules,https://mathgloss.github.io/MathGloss/chicago/module_over_a_ring,"Let $R$ be a ring, let $M$ be an $R$-module, and let $N\subseteq N$ be a submodule of $M$. Then the quotient module $M/N$ is the set of [cosets](https://mathgloss.github.io/MathGloss/chicago/left_cose",deepseek-v3.1:671b-cloud,yes
Q1455652,Polynomial ring,Q165474,Commutative,has_property,0.850,https://mathgloss.github.io/MathGloss/chicago/polynomial_ring,https://mathgloss.github.io/MathGloss/chicago/commutative,Let $R$ be a commutative ring and $x$ a variable. Then $Rx]$ is the polynomial ring of [polynomials in $x$ with coefficients i,deepseek-v3.1:671b-cloud,yes
Q1455652,Polynomial ring,Q161172,Ring (mathematics),subclass_of,0.950,https://mathgloss.github.io/MathGloss/chicago/polynomial_ring,https://mathgloss.github.io/MathGloss/chicago/ring,Let $R$ be a commutative ring and $x$ a variable. Then $Rx]$ is the polynomial ring of [polynomials in $x$ with coefficients in $R$. We can also define the polynomial ring in multi,deepseek-v3.1:671b-cloud,yes
Q1455652,Polynomial ring,,polynomial,has_part,0.900,https://mathgloss.github.io/MathGloss/chicago/polynomial_ring,https://mathgloss.github.io/MathGloss/chicago/polynomial,"Let $R$ be a commutative ring and $x$ a variable. Then $Rx]$ is the polynomial ring of [polynomials in $x$ with coefficients in $R$. We can also define the polynomial ring in multiple variables. Let $X = \{x_1,\dots,x_n\}$ be a finite collection of variables. Then $R[X] = R[x_1,\dots,x_n]$ is defined as follows:",deepseek-v3.1:671b-cloud,yes
Q1474543,Q1474543,Q178546,Determinant,has_part,0.900,https://mathgloss.github.io/MathGloss/chicago/jacobian_determinant,https://mathgloss.github.io/MathGloss/chicago/determinant,thgloss.github.io/MathGloss/chicago/differentiable). Then Jacobian determinant of $g$ is the function $Jg:U\to\mathbb R$ given by the absolute value of thedeterminant of the Jacobian matrix of $g$: $$Jg(x)= \vert \text{det}(Dg(x))\vert .$$,deepseek-v3.1:671b-cloud,yes
Q1485102,Semisimple ring,Q1142861,Direct sum of modules,has_part,0.900,https://mathgloss.github.io/MathGloss/chicago/semisimple_module,https://mathgloss.github.io/MathGloss/chicago/direct_sum_of_modules,A module over a ring $M$ is semisimple if it may be written as the direct sum of simple modules.,deepseek-v3.1:671b-cloud,yes
Q1485102,Semisimple ring,Q956233,Simple module,has_part,0.900,https://mathgloss.github.io/MathGloss/chicago/semisimple_module,https://mathgloss.github.io/MathGloss/chicago/simple_module,odule over a ring](https://mathgloss.github.io/MathGloss/chicago/module_over_a_ring) $M$ is semisimple if it may be written as the direct sum of simple modules.,deepseek-v3.1:671b-cloud,yes
Q1491995,Connected space,Q179899,Topological space,subclass_of,0.950,https://mathgloss.github.io/MathGloss/chicago/connected,https://mathgloss.github.io/MathGloss/chicago/topological_space,A topological space is connected if it cannot be expressed as the disjoint union of two nonempty open subsets.,deepseek-v3.1:671b-cloud,yes
Q1500617,Unitary group,Q727103,Unitary matrix,subclass_of,0.850,https://mathgloss.github.io/MathGloss/chicago/unitary_group,https://mathgloss.github.io/MathGloss/chicago/unitary_matrix,tps://mathgloss.github.io/MathGloss/chicago/unitary_matrix) group** $\text{U}(n)$ is the group of $n\times n$ unitary matrices together with the operation of matrix multiplication. This group is a [matrix Lie g,deepseek-v3.1:671b-cloud,yes
Q1500617,Unitary group,Q83478,GrouP,subclass_of,0.950,https://mathgloss.github.io/MathGloss/chicago/unitary_group,https://mathgloss.github.io/MathGloss/chicago/group,imes n$ unitary matrices together with the operation of matrix multiplication. This group is a matrix Lie group because it is a subgroup of the [general linear group](https://mathgloss.,deepseek-v3.1:671b-cloud,yes
Q1500617,Unitary group,Q1049914,Matrix multiplication,has_part,0.900,https://mathgloss.github.io/MathGloss/chicago/unitary_group,https://mathgloss.github.io/MathGloss/chicago/matrix_multiplication,o/group)** $\text{U}(n)$ is the group of $n\times n$ unitary matrices together with the operation of matrix multiplication. This group is a matrix Lie group because it is a [subgroup](https://mathgloss.github.io/MathGlos,deepseek-v3.1:671b-cloud,yes
Q1500617,Unitary group,,matrix_Lie_group,instance_of,0.950,https://mathgloss.github.io/MathGloss/chicago/unitary_group,https://mathgloss.github.io/MathGloss/chicago/matrix_Lie_group,"itary_matrix) matrices together with the operation of matrix multiplication. This group is a matrix Lie group because it is a subgroup of the general linear group $\text{GL}(n,\mathbb C)$.",deepseek-v3.1:671b-cloud,yes
Q1500617,Unitary group,Q466109,SubGroup,subclass_of,0.900,https://mathgloss.github.io/MathGloss/chicago/unitary_group,https://mathgloss.github.io/MathGloss/chicago/subgroup,"hub.io/MathGloss/chicago/matrix_multiplication). This group is a matrix Lie group because it is a subgroup of the general linear group $\text{GL}(n,\mathbb C)$.",deepseek-v3.1:671b-cloud,yes
Q1500617,Unitary group,Q524607,General linear group,subclass_of,0.950,https://mathgloss.github.io/MathGloss/chicago/unitary_group,https://mathgloss.github.io/MathGloss/chicago/general_linear_group,"hgloss.github.io/MathGloss/chicago/group) is a matrix Lie group because it is a subgroup of the general linear group $\text{GL}(n,\mathbb C)$.",deepseek-v3.1:671b-cloud,yes
Q1017106,Adjoint representation,,Lie_algebra_representation,instance_of,0.950,https://mathgloss.github.io/MathGloss/chicago/adjoint_representation_of_a_lie_group,https://mathgloss.github.io/MathGloss/chicago/Lie_algebra_representation,"ttps://mathgloss.github.io/MathGloss/chicago/adjoint_map_of_a_Lie_group) $\text{Ad}:G \to \text{GL}(\mathfrak g)$ is given by $$\text{Ad}_A(X) = AXA^{-1}.$$ Because the adjoint map is a Lie algebra homomorphism, it is a representation of $\mathfrak g$, and therefore we may refer to $\text{ad}$ as the adjoint representation of $G$ acting on $\mathfrak g$ when considered as a [vector sp",deepseek-v3.1:671b-cloud,yes
Q1064405,Parity of a permutation,Q178546,Determinant,has_property,0.850,https://mathgloss.github.io/MathGloss/chicago/sign_of_permutation,https://mathgloss.github.io/MathGloss/chicago/determinant,"For $\sigma$ a permutation in $S_n$, the sign of $\sigma$ denoted $\text{sgn}(\sigma)$ is the determinant of the linear transformation $P_\sigma:\mathbb R^n\to\mathbb R^n$ given by $$P_\sigma(x_1,\dots,x_n) =(x_{\sigma(1)},\dots, x_{\sigma(n)}).$$",deepseek-v3.1:671b-cloud,yes
Q1139583,Inner automorphism,,group_homomorphism,subclass_of,0.950,https://mathgloss.github.io/MathGloss/chicago/inner_automorphism_of_a_group,https://mathgloss.github.io/MathGloss/chicago/group_homomorphism,Let $G$ be a group and let $g\in G$. Define a homomorphism $\varphi_g: G\to G$ by $\varphi_g(x) = gxg^{-1}$ for all $x\in G$. These $\varphi_g$ are in fact automorphisms and moreover $\varphi_g\circ\varphi_h = \varph,deepseek-v3.1:671b-cloud,yes
Q1139583,Inner automorphism,Q782566,AutoMorphism,subclass_of,0.950,https://mathgloss.github.io/MathGloss/chicago/inner_automorphism_of_a_group,https://mathgloss.github.io/MathGloss/chicago/automorphism,chicago/group) and let $g\in G$. Define a homomorphism $\varphi_g: G\to G$ by $\varphi_g(x) = gxg^{-1}$ for all $x\in G$. These $\varphi_g$ are in fact automorphisms and moreover $\varphi_g\circ\varphi_h = \varphi_{gh}$. The $\varphi_g$ are called inner automorphisms of $G$.,deepseek-v3.1:671b-cloud,yes
Q1393796,Quotient space (linear algebra),Q130998,EquivalenceRelation,has_part,0.850,https://mathgloss.github.io/MathGloss/chicago/quotient_vector_space,https://mathgloss.github.io/MathGloss/chicago/equivalence_relation,Define an equivalence relation $\sim$ on a vector space $V$ with subspace $W$ by $$v_1 \sim v_2 \text{ if } v_1-v_2 \in W.$,deepseek-v3.1:671b-cloud,yes
Q15079592,Q15079592,,extended-form_game,subclass_of,0.850,https://mathgloss.github.io/MathGloss/chicago/game,https://mathgloss.github.io/MathGloss/chicago/extended-form_game,A game is something which may be represented as a normal-form game or an extended-form game.,deepseek-v3.1:671b-cloud,yes
Q15148889,Nilpotent Lie algebra,,Lie_algebra,subclass_of,0.950,https://mathgloss.github.io/MathGloss/chicago/nilpotent_lie_algebra,https://mathgloss.github.io/MathGloss/chicago/Lie_algebra,A Lie algebra $L$ is nilpotent if some element $L^n$ of the descending central series or the [ascending central series](https://mathgloss.github.io/MathGl,deepseek-v3.1:671b-cloud,yes
Q15148889,Nilpotent Lie algebra,,descending_central_series,has_part,0.850,https://mathgloss.github.io/MathGloss/chicago/nilpotent_lie_algebra,https://mathgloss.github.io/MathGloss/chicago/descending_central_series,A Lie algebra $L$ is nilpotent if some element $L^n$ of the descending central series or the ascending central series is equal to $\{0\}$.,deepseek-v3.1:671b-cloud,yes
Q15148889,Nilpotent Lie algebra,,ascending_central_series,has_part,0.850,https://mathgloss.github.io/MathGloss/chicago/nilpotent_lie_algebra,https://mathgloss.github.io/MathGloss/chicago/ascending_central_series,a](https://mathgloss.github.io/MathGloss/chicago/Lie_algebra) $L$ is nilpotent if some element $L^n$ of the descending central series or the ascending central series is equal to $\{0\}$.,deepseek-v3.1:671b-cloud,yes
Q1544261,Totally disconnected,Q179899,Topological space,has_property,0.950,https://mathgloss.github.io/MathGloss/chicago/totally_disconnected,https://mathgloss.github.io/MathGloss/chicago/topological_space,A topological space $X$ is totally disconnected if the connected components of $X$ are exactly the singletons.,deepseek-v3.1:671b-cloud,yes
Q1544261,Totally disconnected,Q91050456,Q91050456,has_property,0.850,https://mathgloss.github.io/MathGloss/chicago/totally_disconnected,https://mathgloss.github.io/MathGloss/chicago/connected_component,A topological space $X$ is totally disconnected if the connected components of $X$ are exactly the singletons.,deepseek-v3.1:671b-cloud,yes
Q1572094,Product measure,,measurable,has_property,0.850,https://mathgloss.github.io/MathGloss/chicago/product_measure,https://mathgloss.github.io/MathGloss/chicago/measurable,"ate_a_σ-algebra) by sets of the form $B_1\times B_2$ for $B_1\in \Sigma_1$, $B_2\in \Sigma_2$. A product measure $\mu_1\times \mu_2$ is a measure on the measurable space $(X_1\times X_2, \Sigma_1\otimes\Sigma_2)$ such that $$(\mu_1\times\mu_2)(B_1\times B_2) = \mu_1(B_1)\mu_2(B_2)$$ for all $B_1\in \Sigma_1$, $B_2\in \Sigma_2$.",deepseek-v3.1:671b-cloud,yes
Q161172,Ring (mathematics),Q164307,BinaryOperation,has_part,0.950,https://mathgloss.github.io/MathGloss/chicago/ring,https://mathgloss.github.io/MathGloss/chicago/binary_operation,A (unital) ring is a set $R$ together with two binary operations $+$ and $\cdot$ such that 1. $R$ is an abelian group under $+$; 2. $R$ is a [monoid](https://mathgloss.gith,deepseek-v3.1:671b-cloud,yes
Q161172,Ring (mathematics),,abelian,has_property,0.950,https://mathgloss.github.io/MathGloss/chicago/ring,https://mathgloss.github.io/MathGloss/chicago/abelian,A (unital) ring is a set $R$ together with two binary operations $+$ and $\cdot$ such that 1. $R$ is an abelian group under $+$; 2. $R$ is a monoid under $\cdot$; 3. $\cdot$ distributes over $+$: $a\cdot (b+c)=(a\cdot b),deepseek-v3.1:671b-cloud,yes
Q161172,Ring (mathematics),Q208237,Monoid,subclass_of,0.950,https://mathgloss.github.io/MathGloss/chicago/ring,https://mathgloss.github.io/MathGloss/chicago/monoid,Gloss/chicago/binary_operation) $+$ and $\cdot$ such that 1. $R$ is an abelian group under $+$; 2. $R$ is a monoid under $\cdot$; 3. $\cdot$ distributes over $+$: $a\cdot (b+c)=(a\cdot b) + (a\cdot c)$ and $(b+c)\cdot a = (b\cdot a) + (c\cdot a)$.,deepseek-v3.1:671b-cloud,yes
Q161519,Permutation,Q180907,Bijection,subclass_of,0.950,https://mathgloss.github.io/MathGloss/chicago/permutation,https://mathgloss.github.io/MathGloss/chicago/bijective,A permutation is a bijection from a set to itself.,deepseek-v3.1:671b-cloud,yes
Q1632419,Pontryagin duality,Q170058,Continuity property,has_property,0.850,https://mathgloss.github.io/MathGloss/chicago/pontryagin_dual,https://mathgloss.github.io/MathGloss/chicago/continuous,"s/chicago/topological_group) group. The Pontryagin dual of $G$, denoted $\widehat G$, is the group $G$ of continuous homomorphisms from $G$ to the circle group $\mathbb T$.",deepseek-v3.1:671b-cloud,yes
Q1632419,Pontryagin duality,,group_homomorphism,has_part,0.850,https://mathgloss.github.io/MathGloss/chicago/pontryagin_dual,https://mathgloss.github.io/MathGloss/chicago/group_homomorphism,"oss/chicago/group). The Pontryagin dual of $G$, denoted $\widehat G$, is the group $G$ of continuous homomorphisms from $G$ to the circle group $\mathbb T$.",deepseek-v3.1:671b-cloud,yes
Q1632419,Pontryagin duality,Q105356493,Circle group,has_part,0.850,https://mathgloss.github.io/MathGloss/chicago/pontryagin_dual,https://mathgloss.github.io/MathGloss/chicago/circle_group,athgloss.github.io/MathGloss/chicago/group) $G$ of continuous homomorphisms from $G$ to the circle group $\mathbb T$.,deepseek-v3.1:671b-cloud,yes
Q165474,Commutative,Q164307,BinaryOperation,has_property,0.950,https://mathgloss.github.io/MathGloss/chicago/commutative,https://mathgloss.github.io/MathGloss/chicago/binary_operation,"A binary operation $\cdot$ on the set $A$ is commutative if for all $a,b\in A$, $$ab = ba.$$",deepseek-v3.1:671b-cloud,yes
Q16671984,Q16671984,Q179899,Topological space,subclass_of,0.950,https://mathgloss.github.io/MathGloss/chicago/locally_path-connected,https://mathgloss.github.io/MathGloss/chicago/topological_space,"A topological space $X$ is locally path-connected if for any $x\in X$ and any neighborhood $U$ of $x$, there is a smaller [neighborhood](https://mathgloss.github.io/MathGlos",deepseek-v3.1:671b-cloud,yes
