parent_qid,parent_label,child_qid,child_label,relation,confidence,source_url,target_url,context,model,rationale,cache_hit,raw_response
Q2343600,Weierstrass elliptic function,Q938102,elliptic function,subclass_of,0.850,https://ncatlab.org/nlab/show/Weierstrass+elliptic+function,https://ncatlab.org/nlab/show/elliptic+function,"ve]] $C$ considered over $\mathbb{C}$) by a complex torus $\mathbb{C}/L$. See at _elliptic curve_ and at _Möbius transformation_ for more. ## Related concepts elliptic curve elliptic function pillowcase orbifold ## References Named after Karl Weierstrass. Lecture notes: {#Mukase04} Motohico Mulase, Section 1.3 of: _Lectures on the combinatorial structure of the moduli spaces of Riemann surfa",deepseek-v3.1:671b-cloud,,yes,"{""label"": ""subclass_of"", ""type_main"": ""class"", ""type_linked"": ""class"", ""evidence_spans"": [""elliptic function""], ""confidence"": 0.85}"
Q1781358,wedge sum,Q110630372,Axiom,no_relation,0.700,https://ncatlab.org/nlab/show/wedge+sum+type,https://ncatlab.org/nlab/show/axiom,".rightHandSide} ### Context #### Type theory #Contents# table of contents ## Idea The _wedge sum type_ is an axiomatization of the wedge sum in the context of homotopy type theory. ## Definition The wedge sum of two pointed types $(A,a)$ and $(B,b)$ can be defined as the higher inductive type with the following constructors:",deepseek-v3.1:671b-cloud,,yes,"{""label"": ""none"", ""type_main"": ""class"", ""type_linked"": ""unknown"", ""evidence_spans"": [""The wedge sum type is an axiomatization of the wedge sum""], ""confidence"": 0.7}"
Q10535634,initial object,Q719395,category,instance_of,0.850,https://ncatlab.org/nlab/show/weakly+initial+object,https://ncatlab.org/nlab/show/object,- #### Limits and colimits # Contents * table of contents ## Definition {#Definition} An object in a category is weakly initial if there exists a morphism from it to every other object in the category. (So a weakly initial object is an actual initial object if this morphism is unique.) Weak initi,deepseek-v3.1:671b-cloud,,yes,"{""label"": ""instance_of"", ""type_main"": ""individual"", ""type_linked"": ""class"", ""evidence_spans"": [""An object in a category""], ""confidence"": 0.85}"
Q10535634,initial object,Q1165112,singleton,no_relation,0.700,https://ncatlab.org/nlab/show/weakly+initial+object,https://ncatlab.org/nlab/show/singleton,"y. (So a weakly initial object is an actual initial object if this morphism is unique.) Weak initiality is an instance of a weak colimit. It is also an instance of a weakly initial set that happens to be a singleton set. ## Related concepts strict initial object ## References Weak adjoint functors along with weak colimits, with weakly initial objects as a special case, were defined in: [[Paul Kain",deepseek-v3.1:671b-cloud,,yes,"{""label"": ""none"", ""type_main"": ""class"", ""type_linked"": ""class"", ""evidence_spans"": [""an instance of a weakly initial set that happens to be a singleton set""], ""confidence"": 0.7}"
Q746264,constant function,Q11348,Mathematical Function,subclass_of,0.800,https://ncatlab.org/nlab/show/weakly+constant+function,https://ncatlab.org/nlab/show/function,"# Weakly constant function table of contents ## Idea By a weakly constant function* one means a function which is equipped with a certain sort of ""witness of constancy"". However, in higher category theory and homotopy theory, it is debatable whether or not this witness really exhibits ""cons",deepseek-v3.1:671b-cloud,,yes,"{""label"": ""subclass_of"", ""type_main"": ""class"", ""type_linked"": ""class"", ""evidence_spans"": [""By a weakly constant function* one means a function""], ""confidence"": 0.8}"
Q746264,constant function,Q124168363,type,no_relation,0.400,https://ncatlab.org/nlab/show/weakly+constant+function,https://ncatlab.org/nlab/show/type,"eady function"" was suggested by Andrej Bauer but did not catch on.) ## Definition In homotopy type theory, a function $$ f\colon A\to B $$ is weakly constant if we have a term of type of the dependent product over the identification types of all the values of $f$ on all pairs of arguments: $$ \prod_{(x,y:A)} (f x = f y) \,. $$ By regarding homotopy type theory as the [[inte",deepseek-v3.1:671b-cloud,,yes,"{""label"": ""none"", ""type_main"": ""class"", ""type_linked"": ""unknown"", ""evidence_spans"": [""type of the dependent product"", ""identification types""], ""confidence"": 0.4}"
Q746264,constant function,Q1319773,Consistency,no_relation,0.300,https://ncatlab.org/nlab/show/weakly+constant+function,https://ncatlab.org/nlab/show/internal+logic,"type]] of the dependent product over the identification types of all the values of $f$ on all pairs of arguments: $$ \prod_{(x,y:A)} (f x = f y) \,. $$ By regarding homotopy type theory as the internal logic of an (∞,1)-topos, we obtain a definition that makes sense in any $\infty$-category with binary products: a morphism $f:A\to B$ is weakly constant if the two composites $A\times A \ri",deepseek-v3.1:671b-cloud,,yes,"{""label"": ""none"", ""type_main"": ""class"", ""type_linked"": ""property"", ""evidence_spans"": [], ""confidence"": 0.3}"
Q746264,constant function,Q91432273,terminal object,no_relation,0.700,https://ncatlab.org/nlab/show/weakly+constant+function,https://ncatlab.org/nlab/show/terminal+object,"imes A \rightrightarrows A \xrightarrow{f} B$ are equivalent. ## Relationship to constancy If $f$ is constant in the sense that it factors through the terminal object (i.e. we have $f = \lambda x. b$ for some $b:B$), then $f$ is obviously weakly constant. The converse holds if we know that the domain $A$ is inhabited, for if $a_0:A$, then $f a = f a_0$ for all",deepseek-v3.1:671b-cloud,,yes,"{""label"": ""none"", ""type_main"": ""class"", ""type_linked"": ""individual"", ""evidence_spans"": [""factors through the terminal object""], ""confidence"": 0.7}"
Q746264,constant function,Q11235244,domain,has_part,0.800,https://ncatlab.org/nlab/show/weakly+constant+function,https://ncatlab.org/nlab/show/domain,"constant function|constant in the sense that it factors through the terminal object (i.e. we have $f = \lambda x. b$ for some $b:B$), then $f$ is obviously weakly constant. The converse holds if we know that the domain $A$ is inhabited, for if $a_0:A$, then $f a = f a_0$ for all $a:A$. However, the identity function of the empty type is weakly constant, yet not equal to $\lambda x.b$ for any $b:\varnothing$",deepseek-v3.1:671b-cloud,,yes,"{""label"": ""has_part"", ""type_main"": ""class"", ""type_linked"": ""part-type"", ""evidence_spans"": [""the domain $A$ is inhabited""], ""confidence"": 0.8}"
Q746264,constant function,Q321119,identity function,no_relation,0.750,https://ncatlab.org/nlab/show/weakly+constant+function,https://ncatlab.org/nlab/show/identity+function,"ambda x. b$ for some $b:B$), then $f$ is obviously weakly constant. The converse holds if we know that the domain $A$ is inhabited, for if $a_0:A$, then $f a = f a_0$ for all $a:A$. However, the identity function of the empty type is weakly constant, yet not equal to $\lambda x.b$ for any $b:\varnothing$ (since no such $b$ exists). More generally, if $f$ factors through the propositional truncation ${\|A\|}$, then it is",deepseek-v3.1:671b-cloud,,yes,"{""label"": ""none"", ""type_main"": ""class"", ""type_linked"": ""individual"", ""evidence_spans"": [""the identity function of the empty type is weakly constant""], ""confidence"": 0.75}"
Q746264,constant function,Q11061460,join,no_relation,0.700,https://ncatlab.org/nlab/show/weakly+constant+function,https://ncatlab.org/nlab/show/join,"plit support]]. For then we have a composite ${\|A\|} \to A \xrightarrow{f} B$, whose restriction to $A$ is equal to $f$ by weak constancy. If $A=P+Q$, with $P$ and $Q$ h-propositions. For then ${\|A\|}$ is the join $PQ$ of $P$ and $Q$, i.e. the pushout of the two projections $P \leftarrow P\times Q \to Q$. The universal property of this pushout says exactly that any weakly constant map $P+Q\to B$ factors through $P*Q",deepseek-v3.1:671b-cloud,,yes,"{""label"": ""none"", ""type_main"": ""class"", ""type_linked"": ""individual"", ""evidence_spans"": [""If $A=P+Q$, with $P$ and $Q$ h-propositions. For then ${\\|A\\|}$ is the join $PQ$ of $P$ and $Q$""], ""confidence"": 0.7}"
Q746264,constant function,Q1633079,pushout,no_relation,0.700,https://ncatlab.org/nlab/show/weakly+constant+function,https://ncatlab.org/nlab/show/pushout,"osite ${\|A\|} \to A \xrightarrow{f} B$, whose restriction to $A$ is equal to $f$ by weak constancy. If $A=P+Q$, with $P$ and $Q$ h-propositions. For then ${\|A\|}$ is the join $PQ$ of $P$ and $Q$, i.e. the pushout of the two projections $P \leftarrow P\times Q \to Q$. The universal property of this pushout says exactly that any weakly constant map $P+Q\to B$ factors through $PQ = \Vert P+Q\Vert$. If $A=B$ (see below)",deepseek-v3.1:671b-cloud,,yes,"{""label"": ""none"", ""type_main"": ""class"", ""type_linked"": ""individual"", ""evidence_spans"": [""the pushout of the two projections""], ""confidence"": 0.7}"
Q746264,constant function,Q2914509,kernel,no_relation,0.400,https://ncatlab.org/nlab/show/weakly+constant+function,https://ncatlab.org/nlab/show/kernel,"r a set $A$, its propositional truncation is the set-coequalizer of $A\times A\rightrightarrows A$. However, in general such a construction requires the realization of a whole simplicial diagram (the simplicial kernel of the map $A\to 1$). ## Weakly constant endomaps While an arbitrary weakly constant function is not very coherent, a weakly constant endofunction $f:A\to A$ has some extra degree of ""coherence""",deepseek-v3.1:671b-cloud,,yes,"{""label"": ""none"", ""type_main"": ""class"", ""type_linked"": ""unknown"", ""evidence_spans"": [""the simplicial kernel of the map $A\\to 1$""], ""confidence"": 0.4}"
Q7977967,weak topology,Q1514741,set,no_relation,0.700,https://ncatlab.org/nlab/show/weak+topology,https://ncatlab.org/nlab/show/set,"ology]] is a special case, where $I$ is a singleton and the unique function $f_i$ is an injection. ### Strong/fine/final topology {#StrongTopologyDefinition} Dually, suppose 1. $S$ is a set, 1. $\{ (X_i, T_i) \}_{i \in I}$ a family of topological spaces 1. $\big\{ f_i \colon X_i \to S \big\}_{i \in I}$ a family of functions to $S$ from the family $\{ X_i \}_{i \in I}$. Let $\Gamma$ denote",deepseek-v3.1:671b-cloud,,yes,"{""label"": ""none"", ""type_main"": ""class"", ""type_linked"": ""class"", ""evidence_spans"": [""Suppose $S$ is a set""], ""confidence"": 0.7}"
Q7977967,weak topology,Q122811225,Family,no_relation,0.700,https://ncatlab.org/nlab/show/weak+topology,https://ncatlab.org/nlab/show/family,"ingleton]] and the unique function $f_i$ is an injection. ### Strong/fine/final topology {#StrongTopologyDefinition} Dually, suppose 1. $S$ is a set, 1. $\{ (X_i, T_i) \}_{i \in I}$ a family of topological spaces 1. $\big\{ f_i \colon X_i \to S \big\}_{i \in I}$ a family of functions to $S$ from the family $\{ X_i \}_{i \in I}$. Let $\Gamma$ denote the set of all topologies $\tau$ on $S$ such th",deepseek-v3.1:671b-cloud,,yes,"{""label"": ""none"", ""type_main"": ""class"", ""type_linked"": ""class"", ""evidence_spans"": [""$\\{ (X_i, T_i) \\}_{i \\in I}$ is a family of topological spaces"", ""an indexed set of functions from $S$ to the family $\\{ X_i \\}_{i \\in I}$""], ""confidence"": 0.7}"
Q7977967,weak topology,Q170058,continuous function,has_part,0.850,https://ncatlab.org/nlab/show/weak+topology,https://ncatlab.org/nlab/show/continuous+map,"onal analysis]], the term 'weak topology' is used in a special way. If $V$ is a topological vector space over the ground field $K$, then we may consider the continuous linear functionals on $V$, that is the continuous linear maps from $V$ to $K$. Taking $V$ to be the set $X$ in the general definition above, taking each $T_i$ to be $K$, and taking the continuous linear functionals on $V$ to comprise the family of functions, then",deepseek-v3.1:671b-cloud,,yes,"{""label"": ""has_part"", ""type_main"": ""class"", ""type_linked"": ""part-type"", ""evidence_spans"": [""such that each function $f_i$ is a continuous map""], ""confidence"": 0.85}"
Q7977967,weak topology,Q100964853,Intersection,has_part,0.850,https://ncatlab.org/nlab/show/weak+topology,https://ncatlab.org/nlab/show/intersection,"n I}$ an indexed set of functions from $S$ to the family $\{ X_i \}_{i \in I}$. Let $\Gamma$ denote the set of all topologies $\tau$ on $S$ such that $f_i$ is a continuous map for every $i \in I$. Then the intersection $\bigcap_{\tau \in \Gamma} \tau$ is again a topology and also belongs to $\Gamma$. Clearly, it is the coarsest/weakest topology $\tau_0$ on $X$ such that each function $f_i\colon S \to X_i$ is a continuous map. We",deepseek-v3.1:671b-cloud,,yes,"{""label"": ""has_part"", ""type_main"": ""class"", ""type_linked"": ""part-type"", ""evidence_spans"": [""the intersection $\\bigcap_{\\tau \\in \\Gamma} \\tau$ is again a topology""], ""confidence"": 0.85}"
Q7977967,weak topology,Q1165112,singleton,no_relation,0.700,https://ncatlab.org/nlab/show/weak+topology,https://ncatlab.org/nlab/show/singleton,"y induced** on $S$ by the family of mappings $\{ f_i \}_{i \in I}$. Note that all terms 'strong topology', 'final topology', and 'induced topology' are used. The quotient topology is a special case, where $I$ is a singleton and the unique function $f_i$ is a surjection. ## Generalisations We can perform the first construction in any topological concrete category, where it is a special case of an initial structure for a [[sin",deepseek-v3.1:671b-cloud,where $I$ is a singleton,yes,"{""label"": ""none"", ""type_main"": ""class"", ""type_linked"": ""class"", ""evidence_spans"": [""where $I$ is a singleton""], ""confidence"": 0.7}"
Q7977967,weak topology,Q182003,injection,no_relation,0.750,https://ncatlab.org/nlab/show/weak+topology,https://ncatlab.org/nlab/show/injection,"_i \}_{i \in I}$. Note that all terms 'weak topology', 'initial topology', and 'induced topology' are used. The subspace topology is a special case, where $I$ is a singleton and the unique function $f_i$ is an injection. ### Strong/fine/final topology {#StrongTopologyDefinition} Dually, suppose 1. $S$ is a set, 1. $\{ (X_i, T_i) \}_{i \in I}$ a family of topological spaces 1. $\big\{ f_i \colon",deepseek-v3.1:671b-cloud,the unique function $f_i$ is an injection,yes,"{""label"": ""none"", ""type_main"": ""class"", ""type_linked"": ""individual"", ""evidence_spans"": [""the unique function $f_i$ is an injection""], ""confidence"": 0.75}"
Q7977967,weak topology,Q123738054,Union,has_part,0.850,https://ncatlab.org/nlab/show/weak+topology,https://ncatlab.org/nlab/show/union,"ig\}_{i \in I}$ a family of functions to $S$ from the family $\{ X_i \}_{i \in I}$. Let $\Gamma$ denote the set of all topologies $\tau$ on $S$ such that $f_i$ is a continuous map for every $i \in I$. Then the union $\bigcup_{\tau \in \Gamma} \tau$ is again a topology and also belongs to $\Gamma$. Clearly, it is the finest/strongest topology $\tau_0$ on $S$ such that each function $f_i\colon X_i \to S$ is a continuous map. We",deepseek-v3.1:671b-cloud,the union $\bigcup_{\tau \in \Gamma} \tau$ is again a topology,yes,"{""label"": ""has_part"", ""type_main"": ""class"", ""type_linked"": ""part-type"", ""evidence_spans"": [""the union $\\bigcup_{\\tau \\in \\Gamma} \\tau$ is again a topology""], ""confidence"": 0.85}"
Q7977967,weak topology,Q229102,Surjective function,no_relation,0.650,https://ncatlab.org/nlab/show/weak+topology,https://ncatlab.org/nlab/show/surjection,"f_i \}_{i \in I}$. Note that all terms 'strong topology', 'final topology', and 'induced topology' are used. The quotient topology is a special case, where $I$ is a singleton and the unique function $f_i$ is a surjection. ## Generalisations We can perform the first construction in any topological concrete category, where it is a special case of an initial structure for a source or cosink. We can also perform the sec",deepseek-v3.1:671b-cloud,the unique function $f_i$ is a surjection,yes,"{""label"": ""none"", ""type_main"": ""class"", ""type_linked"": ""class"", ""evidence_spans"": [""the unique function $f_i$ is a surjection""], ""confidence"": 0.65}"
Q7977967,weak topology,Q116985262,functional analysis,no_relation,0.700,https://ncatlab.org/nlab/show/weak+topology,https://ncatlab.org/nlab/show/functional+analysis,"or a source or cosink. We can also perform the second construction in any topological concrete category, where it is a special case of an final structure for a sink. ## In functional analysis In functional analysis, the term 'weak topology' is used in a special way. If $V$ is a topological vector space over the ground field $K$, then we may consider the continuous linear functionals on $V$, that is the [[continuous ma",deepseek-v3.1:671b-cloud,"In functional analysis, the term 'weak topology' is used in a special way",yes,"{""label"": ""none"", ""type_main"": ""class"", ""type_linked"": ""class"", ""evidence_spans"": [""In functional analysis, the term 'weak topology' is used in a special way""], ""confidence"": 0.7}"
Q7977967,weak topology,Q1455249,topological vector space,has_part,0.850,https://ncatlab.org/nlab/show/weak+topology,https://ncatlab.org/nlab/show/topological+vector+space,"ological concrete category]], where it is a special case of an final structure for a sink. ## In functional analysis In functional analysis, the term 'weak topology' is used in a special way. If $V$ is a topological vector space over the ground field $K$, then we may consider the continuous linear functionals on $V$, that is the continuous linear maps from $V$ to $K$. Taking $V$ to be the set $X$ in the general d",deepseek-v3.1:671b-cloud,"If $V$ is a topological vector space over the ground field $K$, then we may consider the continuous linear functionals on $V$",yes,"{""label"": ""has_part"", ""type_main"": ""class"", ""type_linked"": ""part-type"", ""evidence_spans"": [""If $V$ is a topological vector space over the ground field $K$, then we may consider the continuous linear functionals on $V$""], ""confidence"": 0.85}"
Q505760,Weak topology,Q15805655,diagram,no_relation,0.700,https://ncatlab.org/nlab/show/weak+limit,https://ncatlab.org/nlab/show/diagram,"tHandSide} ### Context #### Category theory #Contents# * table of contents ## Idea A weak limit for a diagram in a category is a cone over that diagram which satisfies the existence property of a limit but not necessarily the uniqueness. The dual concept is a weak colimit. Beware that ""weak"" here does not c",deepseek-v3.1:671b-cloud,A weak limit for a diagram in a category is a cone over that diagram,yes,"{""label"": ""none"", ""type_main"": ""class"", ""type_linked"": ""class"", ""evidence_spans"": [""A weak limit for a diagram in a category is a cone over that diagram""], ""confidence"": 0.7}"
Q505760,Weak topology,Q1635267,cone,has_part,0.850,https://ncatlab.org/nlab/show/weak+limit,https://ncatlab.org/nlab/show/cone,"abindex=""0""} ### Context #### Category theory #Contents# * table of contents ## Idea A weak limit for a diagram in a category is a cone over that diagram which satisfies the existence property of a limit but not necessarily the uniqueness. The dual concept is a weak colimit. Beware that ""weak"" here does not correspond to that in ""[[weak n-c",deepseek-v3.1:671b-cloud,A weak limit for a diagram in a category is a cone over that diagram,yes,"{""label"": ""has_part"", ""type_main"": ""class"", ""type_linked"": ""part-type"", ""evidence_spans"": [""A weak limit for a diagram in a category is a cone over that diagram""], ""confidence"": 0.85}"
Q505760,Weak topology,Q106517809,limit,no_relation,0.850,https://ncatlab.org/nlab/show/weak+limit,https://ncatlab.org/nlab/show/limit,"category theory - contents]] #Contents# * table of contents ## Idea A weak limit for a diagram in a category is a cone over that diagram which satisfies the existence property of a limit but not necessarily the uniqueness. The dual concept is a weak colimit. Beware that ""weak"" here does not correspond to that in ""weak n-category"", in particular it does not refer to homotopy limits.",deepseek-v3.1:671b-cloud,A weak limit for a diagram in a category is a cone over that diagram which satisfies the existence property of a limit but not necessarily the uniqueness.,yes,"{""label"": ""none"", ""type_main"": ""class"", ""type_linked"": ""property"", ""evidence_spans"": [""A weak limit for a diagram in a category is a cone over that diagram which satisfies the existence property of a limit but not necessarily the uniqueness.""], ""confidence"": 0.85}"
Q505760,Weak topology,Q121773569,split epimorphism,no_relation,0.300,https://ncatlab.org/nlab/show/weak+limit,https://ncatlab.org/nlab/show/split+epimorphism,"ch that $x = h p$ and $y = h q$; If the actual pullback $A \underset{C}{\times}B$ exists, then this condition means equivalently that the universal morphism $$ P \longrightarrow A \underset{C}{\times}B $$ is a split epimorphism. ## Weak terminal objects Every inhabited set is a weak terminal object in Set, since there always exists a function from any set to any inhabited set. But only a singleton is a terminal objec",deepseek-v3.1:671b-cloud,this condition means equivalently that the universal morphism is a split epimorphism,yes,"{""label"": ""none"", ""type_main"": ""class"", ""type_linked"": ""class"", ""evidence_spans"": [""this condition means equivalently that the universal morphism is a split epimorphism""], ""confidence"": 0.3}"
Q505760,Weak topology,Q6033616,inhabited set,no_relation,0.700,https://ncatlab.org/nlab/show/weak+limit,https://ncatlab.org/nlab/show/inhabited+set,"ck]] $A \underset{C}{\times}B$ exists, then this condition means equivalently that the universal morphism $$ P \longrightarrow A \underset{C}{\times}B $$ is a split epimorphism. ## Weak terminal objects Every inhabited set is a weak terminal object in Set, since there always exists a function from any set to any inhabited set. But only a singleton is a terminal object. ## Projective objects and exact completion In",deepseek-v3.1:671b-cloud,Every inhabited set is a weak terminal object in Set,yes,"{""label"": ""none"", ""type_main"": ""class"", ""type_linked"": ""class"", ""evidence_spans"": [""Every inhabited set is a weak terminal object in Set""], ""confidence"": 0.7}"
Q505760,Weak topology,Q91432273,terminal object,no_relation,0.500,https://ncatlab.org/nlab/show/weak+limit,https://ncatlab.org/nlab/show/terminal+object,"B$ exists, then this condition means equivalently that the universal morphism $$ P \longrightarrow A \underset{C}{\times}B $$ is a split epimorphism. ## Weak terminal objects Every inhabited set is a weak terminal object in Set, since there always exists a function from any set to any inhabited set. But only a singleton is a terminal object. ## Projective objects and exact completion In any category with finite limit",deepseek-v3.1:671b-cloud,,yes,"{""label"": ""none"", ""type_main"": ""class"", ""type_linked"": ""class"", ""evidence_spans"": [], ""confidence"": 0.5}"
Q505760,Weak topology,Q1514741,set,no_relation,0.500,https://ncatlab.org/nlab/show/weak+limit,https://ncatlab.org/nlab/show/set,"P \longrightarrow A \underset{C}{\times}B $$ is a split epimorphism. ## Weak terminal objects Every inhabited set is a weak terminal object in Set, since there always exists a function from any set to any inhabited set. But only a singleton is a terminal object. ## Projective objects and exact completion In any category with finite limits and enough projectives, the full [[subcategory",deepseek-v3.1:671b-cloud,,yes,"{""label"": ""none"", ""type_main"": ""unknown"", ""type_linked"": ""class"", ""evidence_spans"": [], ""confidence"": 0.5}"
Q505760,Weak topology,Q11348,Mathematical Function,no_relation,0.700,https://ncatlab.org/nlab/show/weak+limit,https://ncatlab.org/nlab/show/function,"niversal morphism $$ P \longrightarrow A \underset{C}{\times}B $$ is a split epimorphism. ## Weak terminal objects Every inhabited set is a weak terminal object in Set, since there always exists a function from any set to any inhabited set. But only a singleton is a terminal object. ## Projective objects and exact completion In any category with finite limits and enough projectives, the f",deepseek-v3.1:671b-cloud,there always exists a function from any set to any inhabited set,yes,"{""label"": ""none"", ""type_main"": ""class"", ""type_linked"": ""class"", ""evidence_spans"": [""there always exists a function from any set to any inhabited set""], ""confidence"": 0.7}"
Q505760,Weak topology,Q1165112,singleton,no_relation,0.800,https://ncatlab.org/nlab/show/weak+limit,https://ncatlab.org/nlab/show/singleton,"}B $$ is a split epimorphism. ## Weak terminal objects Every inhabited set is a weak terminal object in Set, since there always exists a function from any set to any inhabited set. But only a singleton is a terminal object. ## Projective objects and exact completion In any category with finite limits and enough projectives, the full subcategory of projective objects has weak finite lim",deepseek-v3.1:671b-cloud,,yes,"{""label"": ""none"", ""type_main"": ""class"", ""type_linked"": ""individual"", ""evidence_spans"": [], ""confidence"": 0.8}"
Q505760,Weak topology,Q2112502,projective object,no_relation,0.700,https://ncatlab.org/nlab/show/weak+limit,https://ncatlab.org/nlab/show/projective+object,"y inhabited set. But only a singleton is a terminal object. ## Projective objects and exact completion In any category with finite limits and enough projectives, the full subcategory of projective objects has weak finite limits. For example, given a cospan $A\overset{f}{\to} C \overset{g}{\leftarrow} B$ of projective objects, let $P\to A\times_C B$ be a projective cover of the actual pullback; then any square \[\array{",deepseek-v3.1:671b-cloud,"In any category with finite limits and enough projectives, the full subcategory of projective objects has weak finite limits",yes,"{""label"": ""none"", ""type_main"": ""class"", ""type_linked"": ""class"", ""evidence_spans"": [""In any category with finite limits and enough projectives, the full subcategory of projective objects has weak finite limits""], ""confidence"": 0.7}"
Q20878207,weak homotopy equivalence,Q3413378,quasi-isomorphism,no_relation,0.700,https://ncatlab.org/nlab/show/weak+homotopy+equivalence,https://ncatlab.org/nlab/show/quasi-isomorphism,"ion to homotopy types {#RelationToHomotopyTypes} We discuss the equivalence relation generated by weak homotopy equivalence, called _(weak) homotopy type_. For the ""abelianized"" analog of this situation see at quasi-isomorphism the section _[Relation to homology type_. ###### Proposition The existence of a weak homotopy equivalence from $",deepseek-v3.1:671b-cloud,The analogous concept in homological algebra is called a quasi-isomorphism,yes,"{""label"": ""none"", ""type_main"": ""class"", ""type_linked"": ""class"", ""evidence_spans"": [""The analogous concept in homological algebra is called a quasi-isomorphism""], ""confidence"": 0.7}"
Q20878207,weak homotopy equivalence,Q189112,Isomorphism class,no_relation,0.700,https://ncatlab.org/nlab/show/weak+homotopy+equivalence,https://ncatlab.org/nlab/show/isomorphism,"But every continuous map the other way round has to induce the trivial map on $\pi_1$. This is the simplest in a class of counter-examples discussed in (McCord). ## Related concepts equality isomorphism equivalence weak equivalence homotopy equivalence, weak homotopy equivalence rational homotopy equivalence n-equivalence equivariant weak homotopy equivalence * [[s",deepseek-v3.1:671b-cloud,weaker than mere isomorphism of topological spaces,yes,"{""label"": ""none"", ""type_main"": ""class"", ""type_linked"": ""class"", ""evidence_spans"": [""weaker than mere isomorphism of topological spaces""], ""confidence"": 0.7}"
Q20878207,weak homotopy equivalence,Q1514741,set,no_relation,0.700,https://ncatlab.org/nlab/show/weak+homotopy+equivalence,https://ncatlab.org/nlab/show/Set,"otopy equivalence** if 1. $f$ induces an isomorphism of connected components (path components in the case of topological spaces) $$ \Pi_0(f) \colon \Pi_0(X) \stackrel{\simeq}{\to} \Pi_0(Y) $$ in Set; 1. for all points $x \in X$ and for all $(1 \leq n) \in \mathbb{N}$ $f$ induces an isomorphism on homotopy groups $$ \pi_n(f,x) \colon \pi_n(X,x) \stackrel{\simeq}{\to} \pi_n(Y,f(x)) $$ in [[Gr",deepseek-v3.1:671b-cloud,isomorphism of connected components in Set,yes,"{""label"": ""none"", ""type_main"": ""class"", ""type_linked"": ""class"", ""evidence_spans"": [""isomorphism of connected components in Set""], ""confidence"": 0.7}"
Q20878207,weak homotopy equivalence,Q3912012,category of groups,no_relation,0.750,https://ncatlab.org/nlab/show/weak+homotopy+equivalence,https://ncatlab.org/nlab/show/Grp,"et]]; 1. for all points $x \in X$ and for all $(1 \leq n) \in \mathbb{N}$ $f$ induces an isomorphism on homotopy groups $$ \pi_n(f,x) \colon \pi_n(X,x) \stackrel{\simeq}{\to} \pi_n(Y,f(x)) $$ in Grp. ###### Remark If $X$ and $Y$ are path-connected, then (1) is trivial, and it suffices to require (2) for a single (arbitrary) $x$, but in general one must require it for",deepseek-v3.1:671b-cloud,in Grp,yes,"{""label"": ""none"", ""type_main"": ""class"", ""type_linked"": ""class"", ""evidence_spans"": [""in Grp""], ""confidence"": 0.75}"
Q20878207,weak homotopy equivalence,Q493941,fibration,no_relation,0.500,https://ncatlab.org/nlab/show/weak+homotopy+equivalence,https://ncatlab.org/nlab/show/Serre+fibration,"nly if $f$ has a right relative-homotopy-lifting property with respect to the maps $S^{n-1}\to D^n$ if and only if $f$ is a composition of an acyclic Serre cofibration (a retract of a relative CW-complex) and an acyclic Serre fibration. Both functors $|-|$ and $Sing$ preserve and reflect weak equivalences, so any of the two classes defines the other. \end{remark} ###### Definition The homotopy category of Top with respec",deepseek-v3.1:671b-cloud,f is a composition of an acyclic Serre cofibration and an acyclic Serre fibration,yes,"{""label"": ""none"", ""type_main"": ""class"", ""type_linked"": ""class"", ""evidence_spans"": [""f is a composition of an acyclic Serre cofibration and an acyclic Serre fibration""], ""confidence"": 0.5}"
Q20878207,weak homotopy equivalence,Q106371443,boundary,no_relation,0.700,https://ncatlab.org/nlab/show/weak+homotopy+equivalence,https://ncatlab.org/nlab/show/boundary,"inuous maps of the form $$ \array{ S^{n-1} &\to& X \\ \downarrow && \downarrow^{\mathrlap{f}} \\ D^n &\to& Y } \,, $$ where the left morphism is the inclusion of the $(n-1)$-sphere as the boundary of the $n$-ball, there exists a continuous map $\sigma : D^n \to X$ that makes the resulting upper triangle commute and such that the lower triangle commutes up to a homotopy $$ \array{ S^{n-1} &&\to&& X",deepseek-v3.1:671b-cloud,inclusion of the $(n-1)$-sphere as the boundary of the $n$-ball,yes,"{""label"": ""none"", ""type_main"": ""class"", ""type_linked"": ""part-type"", ""evidence_spans"": [""inclusion of the $(n-1)$-sphere as the boundary of the $n$-ball""], ""confidence"": 0.7}"
Q20878207,weak homotopy equivalence,Q12533281,ball,no_relation,0.700,https://ncatlab.org/nlab/show/weak+homotopy+equivalence,https://ncatlab.org/nlab/show/ball,"$$ \array{ S^{n-1} &\to& X \\ \downarrow && \downarrow^{\mathrlap{f}} \\ D^n &\to& Y } \,, $$ where the left morphism is the inclusion of the $(n-1)$-sphere as the boundary of the $n$-ball, there exists a continuous map $\sigma : D^n \to X$ that makes the resulting upper triangle commute and such that the lower triangle commutes up to a homotopy $$ \array{ S^{n-1} &&\to&& X \\ \\ \",deepseek-v3.1:671b-cloud,inclusion of the $(n-1)$-sphere as the boundary of the $n$-ball | continuous map $\sigma : D^n \to X$,yes,"{""label"": ""none"", ""type_main"": ""property"", ""type_linked"": ""part-type"", ""evidence_spans"": [""inclusion of the $(n-1)$-sphere as the boundary of the $n$-ball"", ""continuous map $\\sigma : D^n \\to X$""], ""confidence"": 0.7}"
