Title,Link,Normalized,Candidates
smooth topological m dimensional manifold with boundary,https://mathgloss.github.io/MathGloss/chicago/smooth_topological_m-dimensional_manifold_with_boundary,smoothtopologicalmdimensionalmanifoldwithboundary,
solvability by radicals,https://mathgloss.github.io/MathGloss/chicago/solvability_by_radicals,solvabilitybyradicals,
special linear algebra,https://mathgloss.github.io/MathGloss/chicago/special_linear_algebra,speciallinearalgebra,Q7574831 (0.900; token_jaccard=0.75) special linear Lie algebra [layer4.csv]; Q114728146 (0.867; token_jaccard=0.67) linear algebra [layer2.csv]
stabilizer under group action,https://mathgloss.github.io/MathGloss/chicago/stabilizer_under_group_action,stabilizerundergroupaction,
strong differential basis,https://mathgloss.github.io/MathGloss/chicago/strong_differential_basis,strongdifferentialbasis,
subbasis,https://mathgloss.github.io/MathGloss/chicago/subbasis,subbasis,
subinterval,https://mathgloss.github.io/MathGloss/chicago/subinterval,subinterval,
subnormal series,https://mathgloss.github.io/MathGloss/chicago/subnormal_series,subnormalseries,
subrectangle,https://mathgloss.github.io/MathGloss/chicago/subrectangle,subrectangle,
sum of ring ideals,https://mathgloss.github.io/MathGloss/chicago/sum_of_ring_ideals,sumofringideals,
surjective,https://mathgloss.github.io/MathGloss/chicago/surjective,surjective,
symmetric,https://mathgloss.github.io/MathGloss/chicago/symmetric,symmetric,
symmetric power of group representations,https://mathgloss.github.io/MathGloss/chicago/symmetric_power_of_group_representations,symmetricpowerofgrouprepresentations,
symmetric power of vector spaces,https://mathgloss.github.io/MathGloss/chicago/symmetric_power_of_vector_spaces,symmetricpowerofvectorspaces,
tensor product of vector spaces,https://mathgloss.github.io/MathGloss/chicago/tensor_product_of_vector_spaces,tensorproductofvectorspaces,Q114716117 (0.933; token_jaccard=0.83) theory of tensor product of vector spaces [layer2.csv]; Q1404488 (0.867; token_jaccard=0.67) tensor product of Hilbert spaces [layer4.csv]
topological basis,https://mathgloss.github.io/MathGloss/chicago/topological_basis,topologicalbasis,
topological m dimensional manifold with boundary,https://mathgloss.github.io/MathGloss/chicago/topological_m-dimensional_manifold_with_boundary,topologicalmdimensionalmanifoldwithboundary,
topology of the union,https://mathgloss.github.io/MathGloss/chicago/topology_of_the_union,topologyoftheunion,Q3363019 (0.840; token_jaccard=0.60) Assembly of the Union [layer3.csv]; Q1484825 (0.840; token_jaccard=0.60) Congress of the Union [layer3.csv]; Q1198352 (0.840; token_jaccard=0.60) State of the Union [layer5.csv]; Q60849460 (0.840; token_jaccard=0.60) Union of the North [layer5.csv]; Q122819289 (0.840; token_jaccard=0.60) Union of the souls [layer5.csv]
transcendental,https://mathgloss.github.io/MathGloss/chicago/transcendental,transcendental,
transition function,https://mathgloss.github.io/MathGloss/chicago/transition_function,transitionfunction,
transitive,https://mathgloss.github.io/MathGloss/chicago/transitive,transitive,
trivial group representation,https://mathgloss.github.io/MathGloss/chicago/trivial_group_representation,trivialgrouprepresentation,Q1055807 (0.867; token_jaccard=0.67) group representation [layer3.csv]; Q568687 (0.867; token_jaccard=0.67) trivial group [layer3.csv]; Q7844662 (0.867; token_jaccard=0.67) trivial representation [layer4.csv]
typical,https://mathgloss.github.io/MathGloss/chicago/typical,typical,
uncountable,https://mathgloss.github.io/MathGloss/chicago/uncountable,uncountable,
unique factorization domain,https://mathgloss.github.io/MathGloss/chicago/unique_factorization_domain,uniquefactorizationdomain,
unit of a ring,https://mathgloss.github.io/MathGloss/chicago/unit_of_a_ring,unitofaring,Q289093 (0.840; token_jaccard=0.60) localization of a ring [layer3.csv]; Q110762908 (0.840; token_jaccard=0.60) multiple of a unit [layer3.csv]; Q3341881 (0.840; token_jaccard=0.60) nilradical of a ring [layer3.csv]; Q1154351 (0.840; token_jaccard=0.60) spectrum of a ring [layer2.csv]; Q110763043 (0.840; token_jaccard=0.60) submultiple of a unit [layer5.csv]
unital subring,https://mathgloss.github.io/MathGloss/chicago/unital_subring,unitalsubring,
unitary group representation,https://mathgloss.github.io/MathGloss/chicago/unitary_group_representation,unitarygrouprepresentation,Q1055807 (0.867; token_jaccard=0.67) group representation [layer3.csv]; Q1500617 (0.867; token_jaccard=0.67) unitary group [layer3.csv]; Q10359539 (0.867; token_jaccard=0.67) unitary representation [layer5.csv]
upper integral,https://mathgloss.github.io/MathGloss/chicago/upper_integral,upperintegral,
upper sum,https://mathgloss.github.io/MathGloss/chicago/upper_sum,uppersum,
vector subspace,https://mathgloss.github.io/MathGloss/chicago/vector_subspace,vectorsubspace,
volume of a rectifiable set,https://mathgloss.github.io/MathGloss/chicago/volume_of_a_rectifiable_set,volumeofarectifiableset,
volume of compact topological space,https://mathgloss.github.io/MathGloss/chicago/volume_of_compact_topological_space,volumeofcompacttopologicalspace,
σ algebra,https://mathgloss.github.io/MathGloss/chicago/σ-algebra,σalgebra,Q2836000 (1.000; token_jaccard=1.00) *-algebra [layer5.csv]; Q3968 (1.000; token_jaccard=1.00) algebra [layer2.csv]
σ finite,https://mathgloss.github.io/MathGloss/chicago/σ-finite,σfinite,
