Title,Link,Normalized,Candidates
continuous functional calculus,http://planetmath.org/continuousfunctionalcalculus,continuousfunctionalcalculus,
continuous functions are Riemann integrable,http://planetmath.org/continuousfunctionsareriemannintegrable,continuousfunctionsareriemannintegrable,
continuous functions of several variables are Riemann summable,http://planetmath.org/continuousfunctionsofseveralvariablesareriemannsummable,continuousfunctionsofseveralvariablesareriemannsummable,
continuous functions on the extended real numbers,http://planetmath.org/continuousfunctionsontheextendedrealnumbers,continuousfunctionsontheextendedrealnumbers,
continuous geometry,http://planetmath.org/continuousgeometry,continuousgeometry,
continuous image of a compact set is compact,http://planetmath.org/continuousimageofacompactsetiscompact,continuousimageofacompactsetiscompact,
continuous images of path connected spaces are path connected,http://planetmath.org/continuousimagesofpathconnectedspacesarepathconnected,continuousimagesofpathconnectedspacesarepathconnected,
continuous linear mapping,http://planetmath.org/continuouslinearmapping,continuouslinearmapping,
continuous predicate,http://planetmath.org/continuouspredicate,continuouspredicate,
continuous relation,http://planetmath.org/continuousrelation,continuousrelation,
contracted ideal,http://planetmath.org/contractedideal,contractedideal,
contractible,http://planetmath.org/contractible,contractible,
contractive maps are uniformly continuous,http://planetmath.org/contractivemapsareuniformlycontinuous,contractivemapsareuniformlycontinuous,
contractive sequence,http://planetmath.org/contractivesequence,contractivesequence,
contradiction,http://planetmath.org/contradiction,contradiction,
contradictory statement,http://planetmath.org/contradictorystatement,contradictorystatement,
contrageometric proportion,http://planetmath.org/contrageometricproportion,contrageometricproportion,
contraharmonic Diophantine equation,http://planetmath.org/contraharmonicdiophantineequation,contraharmonicdiophantineequation,
contraharmonic means and Pythagorean hypotenuses,http://planetmath.org/contraharmonicmeansandpythagoreanhypotenuses,contraharmonicmeansandpythagoreanhypotenuses,
contraharmonic proportion,http://planetmath.org/contraharmonicproportion,contraharmonicproportion,
contrapositive,http://planetmath.org/contrapositive,contrapositive,
controllability,http://planetmath.org/controllability,controllability,
controllability of LTI systems,http://planetmath.org/controllabilityofltisystems,controllabilityofltisystems,
Controlling Linking,http://planetmath.org/controllinglinking1,controllinglinking,
control system,http://planetmath.org/controlsystem,controlsystem,
convergence condition of infinite product,http://planetmath.org/convergenceconditionofinfiniteproduct,convergenceconditionofinfiniteproduct,
convergence criterion for infinite product,http://planetmath.org/convergencecriterionforinfiniteproduct,convergencecriterionforinfiniteproduct,
convergence/divergence for an infinite product,http://planetmath.org/convergencedivergenceforaninfiniteproduct,convergencedivergenceforaninfiniteproduct,
convergence in probability is preserved under continuous transformations,http://planetmath.org/convergenceinprobabilityispreservedundercontinuoustransformations,convergenceinprobabilityispreservedundercontinuoustransformations,
convergence of arithmetic-geometric mean,http://planetmath.org/convergenceofarithmeticgeometricmean,convergenceofarithmeticgeometricmean,Q476167 (0.840; token_jaccard=0.60) arithmetic–geometric mean [layer4.csv]
convergence of a sequence with finite upcrossings,http://planetmath.org/convergenceofasequencewithfiniteupcrossings,convergenceofasequencewithfiniteupcrossings,
convergence of complex term series,http://planetmath.org/convergenceofcomplextermseries,convergenceofcomplextermseries,
convergence of integrals,http://planetmath.org/convergenceofintegrals,convergenceofintegrals,
convergence of Riemann zeta series,http://planetmath.org/convergenceofriemannzetaseries,convergenceofriemannzetaseries,
convergence of the sequence (1+1/n)^n,http://planetmath.org/convergenceofthesequence11nn,convergenceofthesequence11nn,
convergent series where not onlya_n but also n⁢a_n tends to 0,http://planetmath.org/convergentserieswherenotonlyanbutalsonantendsto0,convergentserieswherenotonlyanbutalsonantendsto0,
convergents to a continued fraction,http://planetmath.org/convergentstoacontinuedfraction,convergentstoacontinuedfraction,
converges uniformly,http://planetmath.org/convergesuniformly,convergesuniformly,
converging alternating series not satisfying all Leibniz’ conditions,http://planetmath.org/convergingalternatingseriesnotsatisfyingallleibnizconditions,convergingalternatingseriesnotsatisfyingallleibnizconditions,
converse of Darboux’s theorem (analysis) is not true,http://planetmath.org/converseofdarbouxstheoremanalysisisnottrue,converseofdarbouxstheoremanalysisisnottrue,
converse of Euler’s homogeneous function theorem,http://planetmath.org/converseofeulershomogeneousfunctiontheorem,converseofeulershomogeneousfunctiontheorem,Q25378679 (0.886; token_jaccard=0.71) Euler's homogeneous function theorem [layer1.csv]; Q3526987 (0.886; token_jaccard=0.71) Euler's homogeneous function theorem [layer3.csv]
converse of isosceles triangle theorem,http://planetmath.org/converseofisoscelestriangletheorem,converseofisoscelestriangletheorem,Q649616 (0.840; token_jaccard=0.60) isosceles triangle theorem [layer3.csv]
converse of Wilson’s theorem,http://planetmath.org/converseofwilsonstheorem,converseofwilsonstheorem,Q276082 (0.840; token_jaccard=0.60) Wilson's theorem [layer3.csv]
converse to Taylor’s theorem,http://planetmath.org/conversetotaylorstheorem,conversetotaylorstheorem,Q1137206 (0.840; token_jaccard=0.60) Taylor's theorem [layer3.csv]
converting a repeating decimal to a fraction,http://planetmath.org/convertingarepeatingdecimaltoafraction,convertingarepeatingdecimaltoafraction,
converting between the Beltrami-Klein model and the Poincaré disc model,http://planetmath.org/convertingbetweenthebeltramikleinmodelandthepoincarediscmodel,convertingbetweenthebeltramikleinmodelandthepoincarediscmodel,
converting between the Poincaré disc model and the upper half plane model,http://planetmath.org/convertingbetweenthepoincarediscmodelandtheupperhalfplanemodel,convertingbetweenthepoincarediscmodelandtheupperhalfplanemodel,
convex angle,http://planetmath.org/convexangle,convexangle,
convex functions lie above their supporting lines,http://planetmath.org/convexfunctionslieabovetheirsupportinglines,convexfunctionslieabovetheirsupportinglines,
convex hull of S is open if S is open,http://planetmath.org/convexhullofsisopenifsisopen,convexhullofsisopenifsisopen,
convexity conjecture,http://planetmath.org/convexityconjecture,convexityconjecture,
convexity of tangent function,http://planetmath.org/convexityoftangentfunction,convexityoftangentfunction,
convex subgroup,http://planetmath.org/convexsubgroup,convexsubgroup,
"convolution, associativity of",http://planetmath.org/convolutionassociativityof,convolutionassociativityof,
convolution inverses for arithmetic functions,http://planetmath.org/convolutioninversesforarithmeticfunctions,convolutioninversesforarithmeticfunctions,
convolution method,http://planetmath.org/convolutionmethod,convolutionmethod,
Conway’s chained arrow notation,http://planetmath.org/conwayschainedarrownotation,conwayschainedarrownotation,
Conway’s chained arrow notation,http://planetmath.org/conwayschainedarrownotation,conwayschainedarrownotation,
Cook reduction,http://planetmath.org/cookreduction,cookreduction,
Cooperative and noncooperative elliptic systems,http://planetmath.org/cooperativeandnoncooperativeellipticsystems1,cooperativeandnoncooperativeellipticsystems,
coordinates of midpoint,http://planetmath.org/coordinatesofmidpoint,coordinatesofmidpoint,
coordinate systems,http://planetmath.org/coordinatesystems,coordinatesystems,
coordinate way,http://planetmath.org/coordinateway,coordinateway,
coprime,http://planetmath.org/coprime,coprime,
core of a subgroup,http://planetmath.org/coreofasubgroup,coreofasubgroup,Q1464168 (0.840; token_jaccard=0.60) index of a subgroup [layer4.csv]
corner of a ring,http://planetmath.org/cornerofaring,cornerofaring,Q20495142 (0.840; token_jaccard=0.60) A Corner of Paradise [layer5.csv]; Q289093 (0.840; token_jaccard=0.60) localization of a ring [layer3.csv]; Q3341881 (0.840; token_jaccard=0.60) nilradical of a ring [layer3.csv]; Q1154351 (0.840; token_jaccard=0.60) spectrum of a ring [layer2.csv]
corner point theorem,http://planetmath.org/cornerpointtheorem,cornerpointtheorem,
corollaries of basic theorem on ordered groups,http://planetmath.org/corollariesofbasictheoremonorderedgroups,corollariesofbasictheoremonorderedgroups,
corollary of Banach-Alaoglu theorem,http://planetmath.org/corollaryofbanachalaoglutheorem,corollaryofbanachalaoglutheorem,Q537618 (0.840; token_jaccard=0.60) Banach–Alaoglu theorem [layer5.csv]
corollary of Bézout’s lemma,http://planetmath.org/corollaryofbezoutslemma,corollaryofbezoutslemma,
corollary of Borel-Cantelli lemma,http://planetmath.org/corollaryofborelcantellilemma,corollaryofborelcantellilemma,Q893496 (0.840; token_jaccard=0.60) Borel–Cantelli lemma [layer2.csv]
corollary of Cauchy integral theorem,http://planetmath.org/corollaryofcauchyintegraltheorem,corollaryofcauchyintegraltheorem,
corollary of Euler-Fermat theorem,http://planetmath.org/corollaryofeulerfermattheorem,corollaryofeulerfermattheorem,
corollary of Kummer’s theorem,http://planetmath.org/corollaryofkummerstheorem,corollaryofkummerstheorem,Q6443980 (0.840; token_jaccard=0.60) Kummer's theorem [layer3.csv]
corollary of Morley’s theorem,http://planetmath.org/corollaryofmorleystheorem,corollaryofmorleystheorem,
corollary of Schur decomposition,http://planetmath.org/corollaryofschurdecomposition,corollaryofschurdecomposition,
corollary to the compositum of a Galois extension and another extension is Galois,http://planetmath.org/corollarytothecompositumofagaloisextensionandanotherextensionisgalois,corollarytothecompositumofagaloisextensionandanotherextensionisgalois,
correspondence between normal subgroups and homomorphic images,http://planetmath.org/correspondencebetweennormalsubgroupsandhomomorphicimages,correspondencebetweennormalsubgroupsandhomomorphicimages,
correspondence of normal subgroups and group congruences,http://planetmath.org/correspondenceofnormalsubgroupsandgroupcongruences,correspondenceofnormalsubgroupsandgroupcongruences,
corresponding angles in transversal cutting,http://planetmath.org/correspondinganglesintransversalcutting,correspondinganglesintransversalcutting,
cosine at multiples of straight angle,http://planetmath.org/cosineatmultiplesofstraightangle,cosineatmultiplesofstraightangle,
cotangent bundle is a bundle,http://planetmath.org/cotangentbundleisabundle,cotangentbundleisabundle,
cotriangular space,http://planetmath.org/cotriangularspace,cotriangularspace,
countable,http://planetmath.org/countable,countable,
countable algebraic sets,http://planetmath.org/countablealgebraicsets,countablealgebraicsets,
countable basis,http://planetmath.org/countablebasis,countablebasis,
countable complement topology,http://planetmath.org/countablecomplementtopology,countablecomplementtopology,
countable unions and intersections of analytic sets are analytic,http://planetmath.org/countableunionsandintersectionsofanalyticsetsareanalytic,countableunionsandintersectionsofanalyticsetsareanalytic,
countably categorical structures,http://planetmath.org/countablycategoricalstructures,countablycategoricalstructures,
counter-example of Fubini’s theorem for the Lebesgue integral,http://planetmath.org/counterexampleoffubinistheoremforthelebesgueintegral,counterexampleoffubinistheoremforthelebesgueintegral,
counterexamples for products and coproduct,http://planetmath.org/counterexamplesforproductsandcoproduct,counterexamplesforproductsandcoproduct,
counter example to Nakayama’s lemma for non-finitely generated modules,http://planetmath.org/counterexampletonakayamaslemmafornonfinitelygeneratedmodules,counterexampletonakayamaslemmafornonfinitelygeneratedmodules,
counter-example to Tonelli’s theorem,http://planetmath.org/counterexampletotonellistheorem,counterexampletotonellistheorem,
counting compositions of an integer,http://planetmath.org/countingcompositionsofaninteger,countingcompositionsofaninteger,
counting problem,http://planetmath.org/countingproblem,countingproblem,
counting theorem,http://planetmath.org/countingtheorem,countingtheorem,
course-of-values recursion,http://planetmath.org/courseofvaluesrecursion,courseofvaluesrecursion,
covector,http://planetmath.org/covector,covector,
Crafoord Prize,http://planetmath.org/crafoordprize,crafoordprize,
crazy dice,http://planetmath.org/crazydice,crazydice,
creating an infinite model,http://planetmath.org/creatinganinfinitemodel,creatinganinfinitemodel,
CR function,http://planetmath.org/crfunction,crfunction,
criteria for a poset to be a complete lattice,http://planetmath.org/criteriaforaposettobeacompletelattice,criteriaforaposettobeacompletelattice,
criteria for cyclic rings to be isomorphic,http://planetmath.org/criteriaforcyclicringstobeisomorphic,criteriaforcyclicringstobeisomorphic,
criteria for existence of antidervatives,http://planetmath.org/criteriaforexistenceofantidervatives,criteriaforexistenceofantidervatives,
criterion for a Banach *-algebra representation to be irreducible,http://planetmath.org/criterionforabanachalgebrarepresentationtobeirreducible,criterionforabanachalgebrarepresentationtobeirreducible,
criterion for almost-sure convergence,http://planetmath.org/criterionforalmostsureconvergence,criterionforalmostsureconvergence,Q2899409 (0.840; token_jaccard=0.60) almost sure convergence [layer5.csv]
criterion for a module to be noetherian,http://planetmath.org/criterionforamoduletobenoetherian,criterionforamoduletobenoetherian,
criterion for a multiplicative function to be completely multiplicative,http://planetmath.org/criterionforamultiplicativefunctiontobecompletelymultiplicative,criterionforamultiplicativefunctiontobecompletelymultiplicative,
criterion for a near-linear space being a linear space,http://planetmath.org/criterionforanearlinearspacebeingalinearspace,criterionforanearlinearspacebeingalinearspace,
criterion for a set to be transitive,http://planetmath.org/criterionforasettobetransitive,criterionforasettobetransitive,
criterion for consistency of sets of formulas,http://planetmath.org/criterionforconsistencyofsetsofformulas,criterionforconsistencyofsetsofformulas,
criterion for constructibility of regular polygon,http://planetmath.org/criterionforconstructibilityofregularpolygon,criterionforconstructibilityofregularpolygon,
criterion for cyclic rings to be principal ideal rings,http://planetmath.org/criterionforcyclicringstobeprincipalidealrings,criterionforcyclicringstobeprincipalidealrings,
criterion for interchanging summation and integration,http://planetmath.org/criterionforinterchangingsummationandintegration,criterionforinterchangingsummationandintegration,
criterion for maximal ideal,http://planetmath.org/criterionformaximalideal,criterionformaximalideal,
criterion of surjectivity,http://planetmath.org/criterionofsurjectivity,criterionofsurjectivity,
critical strip,http://planetmath.org/criticalstrip,criticalstrip,
crosscap slide,http://planetmath.org/crosscapslide,crosscapslide,
crossed quadrilateral,http://planetmath.org/crossedquadrilateral,crossedquadrilateral,
crossing change,http://planetmath.org/crossingchange,crossingchange,
crossing lemma,http://planetmath.org/crossinglemma,crossinglemma,
CR submanifold,http://planetmath.org/crsubmanifold,crsubmanifold,
cryptography,http://planetmath.org/cryptography,cryptography,
cryptography and number theory,http://planetmath.org/cryptographyandnumbertheory,cryptographyandnumbertheory,
cube of an integer,http://planetmath.org/cubeofaninteger,cubeofaninteger,Q2498974 (0.840; token_jaccard=0.60) radical of an integer [layer5.csv]
cube of a number,http://planetmath.org/cubeofanumber,cubeofanumber,Q4656206 (0.840; token_jaccard=0.60) A Cube of Sugar [layer5.csv]; Q12339986 (0.840; token_jaccard=0.60) Think of a Number [layer5.csv]
cubically thin homotopy,http://planetmath.org/cubicallythinhomotopy,cubicallythinhomotopy,
cubic formula,http://planetmath.org/cubicformula,cubicformula,
Cullen prime,http://planetmath.org/cullenprime,cullenprime,
Cullinane diamond theorem,http://planetmath.org/cullinanediamondtheorem,cullinanediamondtheorem,
cumulant generating function,http://planetmath.org/cumulantgeneratingfunction,cumulantgeneratingfunction,Q845581 (0.867; token_jaccard=0.67) generating function [layer5.csv]; Q860609 (0.867; token_jaccard=0.67) generating function [layer3.csv]
cumulative distribution function,http://planetmath.org/cumulativedistributionfunction,cumulativedistributionfunction,Q20850796 (0.867; token_jaccard=0.67) distribution function [layer5.csv]; Q2472662 (0.867; token_jaccard=0.67) distribution function [layer1.csv]; Q386228 (0.867; token_jaccard=0.67) distribution function [layer3.csv]; Q109650532 (0.840; token_jaccard=0.60) standard normal cumulative distribution function [layer2.csv]
curvature determines the curve,http://planetmath.org/curvaturedeterminesthecurve,curvaturedeterminesthecurve,
curvature of a circle,http://planetmath.org/curvatureofacircle,curvatureofacircle,Q4655930 (0.840; token_jaccard=0.60) A Circle of Deception [layer5.csv]; Q91345714 (0.840; token_jaccard=0.60) circle of a sphere [layer3.csv]; Q1787648 (0.840; token_jaccard=0.60) Involute of a circle [layer3.csv]
curvature of Nielsen’s spiral,http://planetmath.org/curvatureofnielsensspiral,curvatureofnielsensspiral,Q121145668 (0.840; token_jaccard=0.60) Nielsen's spiral [layer4.csv]
curvature (space curve),http://planetmath.org/curvaturespacecurve,curvaturespacecurve,Q130249288 (0.867; token_jaccard=0.67) space curvature [layer5.csv]; Q1685841 (0.867; token_jaccard=0.67) space curve [layer5.csv]
curve of Agnesi,http://planetmath.org/curveofagnesi,curveofagnesi,
cusp form,http://planetmath.org/cuspform,cuspform,
C⁢W-complex approximation of quantum state spaces in QAT,http://planetmath.org/cwcomplexapproximationofquantumstatespacesinqat,cwcomplexapproximationofquantumstatespacesinqat,
cycle notation,http://planetmath.org/cyclenotation,cyclenotation,
cyclically reduced,http://planetmath.org/cyclicallyreduced,cyclicallyreduced,
cyclic code,http://planetmath.org/cycliccode,cycliccode,
cyclic decomposition theorem,http://planetmath.org/cyclicdecompositiontheorem,cyclicdecompositiontheorem,
cyclic quadrilateral,http://planetmath.org/cyclicquadrilateral,cyclicquadrilateral,
cyclic ring,http://planetmath.org/cyclicring,cyclicring,
cyclic rings and zero rings,http://planetmath.org/cyclicringsandzerorings,cyclicringsandzerorings,
cyclic rings of behavior one,http://planetmath.org/cyclicringsofbehaviorone,cyclicringsofbehaviorone,
cyclic rings that are isomorphic to k⁢ℤ,http://planetmath.org/cyclicringsthatareisomorphictokmathbbz,cyclicringsthatareisomorphictokz,
cyclic rings that are isomorphic to k⁢ℤ_{k⁢n},http://planetmath.org/cyclicringsthatareisomorphictokmathbbzkn,cyclicringsthatareisomorphictokzkn,
cyclic semigroup,http://planetmath.org/cyclicsemigroup,cyclicsemigroup,
cyclometric functions,http://planetmath.org/cyclometricfunctions,cyclometricfunctions,
cyclotomic extension,http://planetmath.org/cyclotomicextension,cyclotomicextension,
cyclotomic units,http://planetmath.org/cyclotomicunits,cyclotomicunits,
cylindrical coordinates,http://planetmath.org/cylindricalcoordinates,cylindricalcoordinates,Q4915481 (0.867; token_jaccard=0.67) bipolar cylindrical coordinates [layer3.csv]; Q5365796 (0.867; token_jaccard=0.67) elliptic cylindrical coordinates [layer3.csv]; Q2473905 (0.867; token_jaccard=0.67) parabolic cylindrical coordinates [layer3.csv]
d’Alembert and D. Bernoulli solutions of wave equation,http://planetmath.org/dalembertanddbernoullisolutionsofwaveequation,dalembertanddbernoullisolutionsofwaveequation,
D’Alembertian,http://planetmath.org/dalembertian,dalembertian,
D’Angelo finite type,http://planetmath.org/dangelofinitetype,dangelofinitetype,
Danica McKellar,http://planetmath.org/danicamckellar,danicamckellar,
Darboux’s theorem (analysis),http://planetmath.org/darbouxstheoremanalysis,darbouxstheoremanalysis,Q1058662 (0.900; token_jaccard=0.75) Darboux's theorem [layer5.csv]; Q660799 (0.900; token_jaccard=0.75) Darboux's theorem [layer5.csv]
Darboux’s theorem (symplectic geometry),http://planetmath.org/darbouxstheoremsymplecticgeometry,darbouxstheoremsymplecticgeometry,Q1058662 (0.840; token_jaccard=0.60) Darboux's theorem [layer5.csv]; Q660799 (0.840; token_jaccard=0.60) Darboux's theorem [layer5.csv]
data types in statistics,http://planetmath.org/datatypesinstatistics,datatypesinstatistics,
David Eppstein,http://planetmath.org/davideppstein,davideppstein,
David Hilbert,http://planetmath.org/davidhilbert,davidhilbert,
David Huffman,http://planetmath.org/davidhuffman,davidhuffman,
de Bruijn digraph,http://planetmath.org/debruijndigraph,debruijndigraph,
decimal expansion,http://planetmath.org/decimalexpansion,decimalexpansion,
decomposable curve,http://planetmath.org/decomposablecurve,decomposablecurve,
decomposable homomorphisms and full families of groups,http://planetmath.org/decomposablehomomorphismsandfullfamiliesofgroups,decomposablehomomorphismsandfullfamiliesofgroups,
decomposition of a module using orthogonal idempotents,http://planetmath.org/decompositionofamoduleusingorthogonalidempotents,decompositionofamoduleusingorthogonalidempotents,
decomposition of orthogonal operators as rotations and reflections,http://planetmath.org/decompositionoforthogonaloperatorsasrotationsandreflections,decompositionoforthogonaloperatorsasrotationsandreflections,
decomposition of self-adjoint elements in positive and negative parts,http://planetmath.org/decompositionofselfadjointelementsinpositiveandnegativeparts,decompositionofselfadjointelementsinpositiveandnegativeparts,
Dedekind cuts,http://planetmath.org/dedekindcuts,dedekindcuts,
Dedekind domains with finitely many primes are PIDs,http://planetmath.org/dedekinddomainswithfinitelymanyprimesarepids,dedekinddomainswithfinitelymanyprimesarepids,
Dedekind-finite,http://planetmath.org/dedekindfinite,dedekindfinite,
Dedekind-Hasse valuation,http://planetmath.org/dedekindhassevaluation,dedekindhassevaluation,
deduction,http://planetmath.org/deduction,deduction,
deductions are Δ_1,http://planetmath.org/deductionsaredelta1,deductionsareδ1,
deduction theorem holds for classical propositional logic,http://planetmath.org/deductiontheoremholdsforclassicalpropositionallogic,deductiontheoremholdsforclassicalpropositionallogic,
deduction theorem holds for first order logic,http://planetmath.org/deductiontheoremholdsforfirstorderlogic,deductiontheoremholdsforfirstorderlogic,
deduction theorem holds for intuitionistic propositional logic,http://planetmath.org/deductiontheoremholdsforintuitionisticpropositionallogic,deductiontheoremholdsforintuitionisticpropositionallogic,
deductive system,http://planetmath.org/deductivesystem,deductivesystem,
defect theorem,http://planetmath.org/defecttheorem,defecttheorem,
definable,http://planetmath.org/definable,definable,
definable type,http://planetmath.org/definabletype,definabletype,
definite language,http://planetmath.org/definitelanguage,definitelanguage,
definition by cases,http://planetmath.org/definitionbycases,definitionbycases,
definition of prime ideal by Artin,http://planetmath.org/definitionofprimeidealbyartin,definitionofprimeidealbyartin,
definition of vector space needs no commutativity,http://planetmath.org/definitionofvectorspaceneedsnocommutativity,definitionofvectorspaceneedsnocommutativity,
"definition of well ordered set, a variant",http://planetmath.org/definitionofwellorderedsetavariant,definitionofwellorderedsetavariant,
definitions in trigonometry,http://planetmath.org/definitionsintrigonometry,definitionsintrigonometry,
deformation retract is transitive,http://planetmath.org/deformationretractistransitive,deformationretractistransitive,
degree (map of spheres),http://planetmath.org/degreemapofspheres,degreemapofspheres,
degree mod 2 of a mapping,http://planetmath.org/degreemod2ofamapping,degreemod2ofamapping,
degree of algebraic number,http://planetmath.org/degreeofalgebraicnumber,degreeofalgebraicnumber,
degree of an algebraic number,http://planetmath.org/degreeofanalgebraicnumber,degreeofanalgebraicnumber,
Dehn’s theorem,http://planetmath.org/dehnstheorem,dehnstheorem,
delay theorem,http://planetmath.org/delaytheorem,delaytheorem,
deletion operation on languages,http://planetmath.org/deletionoperationonlanguages,deletionoperationonlanguages,
Δ_1 bootstrapping,http://planetmath.org/delta1bootstrapping,δ1bootstrapping,
delta distribution,http://planetmath.org/deltadistribution,deltadistribution,
delta system,http://planetmath.org/deltasystem,deltasystem,
delta system lemma,http://planetmath.org/deltasystemlemma,deltasystemlemma,
de Moivre identity,http://planetmath.org/demoivreidentity,demoivreidentity,
"de Moivre identity, proof of",http://planetmath.org/demoivreidentityproofof,demoivreidentityproofof,
de Morgan’s laws for sets (proof),http://planetmath.org/demorganslawsforsetsproof,demorganslawsforsetsproof,
dense ideal,http://planetmath.org/denseideal,denseideal,
dense (in a poset),http://planetmath.org/denseinaposet,denseinaposet,
dense ring of linear transformations,http://planetmath.org/denseringoflineartransformations,denseringoflineartransformations,
dense total order,http://planetmath.org/densetotalorder,densetotalorder,
dependence on initial conditions of solutions of ordinary differential equations,http://planetmath.org/dependenceoninitialconditionsofsolutionsofordinarydifferentialequations,dependenceoninitialconditionsofsolutionsofordinarydifferentialequations,
de Polignac’s formula,http://planetmath.org/depolignacsformula,depolignacsformula,Q190556 (0.840; token_jaccard=0.60) de Moivre's formula [layer2.csv]
derivation language,http://planetmath.org/derivationlanguage,derivationlanguage,
derivation of 2D reflection matrix,http://planetmath.org/derivationof2dreflectionmatrix,derivationof2dreflectionmatrix,
derivation of a definite integral formula using the method of exhaustion,http://planetmath.org/derivationofadefiniteintegralformulausingthemethodofexhaustion,derivationofadefiniteintegralformulausingthemethodofexhaustion,
derivation of Binet formula,http://planetmath.org/derivationofbinetformula,derivationofbinetformula,
derivation of Black-Scholes formula in martingale form,http://planetmath.org/derivationofblackscholesformulainmartingaleform,derivationofblackscholesformulainmartingaleform,
derivation of cosines law,http://planetmath.org/derivationofcosineslaw,derivationofcosineslaw,Q164321 (0.900; token_jaccard=0.75) law of cosines [layer3.csv]; Q17028374 (0.840; token_jaccard=0.60) hyperbolic law of cosines [layer3.csv]; Q2996944 (0.840; token_jaccard=0.60) spherical law of cosines [layer3.csv]
derivation of Coulomb’s Law from Gauss’ Law,http://planetmath.org/derivationofcoulombslawfromgausslaw,derivationofcoulombslawfromgausslaw,
derivation of Euler-Lagrange differential equation (advanced),http://planetmath.org/derivationofeulerlagrangedifferentialequationadvanced,derivationofeulerlagrangedifferentialequationadvanced,
derivation of Euler-Lagrange differential equation (elementary),http://planetmath.org/derivationofeulerlagrangedifferentialequationelementary,derivationofeulerlagrangedifferentialequationelementary,
derivation of Euler phi-function,http://planetmath.org/derivationofeulerphifunction,derivationofeulerphifunction,
derivation of first formula for surface integration with respect to area,http://planetmath.org/derivationoffirstformulaforsurfaceintegrationwithrespecttoarea,derivationoffirstformulaforsurfaceintegrationwithrespecttoarea,
Derivation of Fourier Coefficients,http://planetmath.org/derivationoffouriercoefficients1,derivationoffouriercoefficients,
derivation of Gauss sum up to a sign,http://planetmath.org/derivationofgausssumuptoasign,derivationofgausssumuptoasign,
derivation of generating function for the reciprocal central binomial coefficients,http://planetmath.org/derivationofgeneratingfunctionforthereciprocalcentralbinomialcoefficients,derivationofgeneratingfunctionforthereciprocalcentralbinomialcoefficients,
derivation of geometric mean as the limit of the power mean,http://planetmath.org/derivationofgeometricmeanasthelimitofthepowermean,derivationofgeometricmeanasthelimitofthepowermean,
derivation of half-angle formulae for tangent,http://planetmath.org/derivationofhalfangleformulaefortangent,derivationofhalfangleformulaefortangent,
derivation of Hartley function,http://planetmath.org/derivationofhartleyfunction,derivationofhartleyfunction,
derivation of heat equation,http://planetmath.org/derivationofheatequation,derivationofheatequation,
derivation of integral representations of Jacobi ϑ functions,http://planetmath.org/derivationofintegralrepresentationsofjacobivarthetafunctions,derivationofintegralrepresentationsofjacobiθfunctions,
derivation of mutual information,http://planetmath.org/derivationofmutualinformation,derivationofmutualinformation,
derivation of plastic number,http://planetmath.org/derivationofplasticnumber,derivationofplasticnumber,
derivation of properties of regular open set,http://planetmath.org/derivationofpropertiesofregularopenset,derivationofpropertiesofregularopenset,
derivation of properties on interior operation,http://planetmath.org/derivationofpropertiesoninterioroperation,derivationofpropertiesoninterioroperation,
derivation of Pythagorean triples,http://planetmath.org/derivationofpythagoreantriples,derivationofpythagoreantriples,
derivation of quadratic formula,http://planetmath.org/derivationofquadraticformula,derivationofquadraticformula,
derivation of recurrence for Sylvester’s sequence,http://planetmath.org/derivationofrecurrenceforsylvesterssequence,derivationofrecurrenceforsylvesterssequence,
derivation of rotation matrix using polar coordinates,http://planetmath.org/derivationofrotationmatrixusingpolarcoordinates,derivationofrotationmatrixusingpolarcoordinates,
derivation of second formula for surface integration with respect to area,http://planetmath.org/derivationofsecondformulaforsurfaceintegrationwithrespecttoarea,derivationofsecondformulaforsurfaceintegrationwithrespecttoarea,
derivation of surface area measure on sphere,http://planetmath.org/derivationofsurfaceareameasureonsphere,derivationofsurfaceareameasureonsphere,
derivation of Sylvester’s matrix for the resultant,http://planetmath.org/derivationofsylvestersmatrixfortheresultant,derivationofsylvestersmatrixfortheresultant,
derivation of the generating series for the Stirling numbers of the second kind,http://planetmath.org/derivationofthegeneratingseriesforthestirlingnumbersofthesecondkind,derivationofthegeneratingseriesforthestirlingnumbersofthesecondkind,
derivation of the Laplacian from rectangular to spherical coordinates,http://planetmath.org/derivationofthelaplacianfromrectangulartosphericalcoordinates,derivationofthelaplacianfromrectangulartosphericalcoordinates,
derivation of unit vectors in curvilinear coordinates,http://planetmath.org/derivationofunitvectorsincurvilinearcoordinates,derivationofunitvectorsincurvilinearcoordinates,
derivation of wave equation,http://planetmath.org/derivationofwaveequation,derivationofwaveequation,
derivation of wave equation from Maxwell’s equations,http://planetmath.org/derivationofwaveequationfrommaxwellsequations,derivationofwaveequationfrommaxwellsequations,
derivation of zeroth weighted power mean,http://planetmath.org/derivationofzerothweightedpowermean,derivationofzerothweightedpowermean,
derivations on a ring of continuous functions,http://planetmath.org/derivationsonaringofcontinuousfunctions,derivationsonaringofcontinuousfunctions,
derivation tree,http://planetmath.org/derivationtree,derivationtree,
derivation tree of a derivation,http://planetmath.org/derivationtreeofaderivation,derivationtreeofaderivation,
derivative and differentiability of complex function,http://planetmath.org/derivativeanddifferentiabilityofcomplexfunction,derivativeanddifferentiabilityofcomplexfunction,
