Title,Link,Normalized,Candidates
Kleisli category universal property,https://emilyriehl.github.io/files/context.pdf#page=184,kleislicategoryuniversalproperty,
Eilenberg--Moore category universal property,https://emilyriehl.github.io/files/context.pdf#page=184,eilenbergmoorecategoryuniversalproperty,
monadic functor,https://emilyriehl.github.io/files/context.pdf#page=187,monadicfunctor,
strictly monadic,https://emilyriehl.github.io/files/context.pdf#page=187,strictlymonadic,
generator for an algebra,https://emilyriehl.github.io/files/context.pdf#page=189,generatorforanalgebra,
relation for an algebra,https://emilyriehl.github.io/files/context.pdf#page=189,relationforanalgebra,
presentation for a group,https://emilyriehl.github.io/files/context.pdf#page=189,presentationforagroup,Q915906 (0.840; token_jaccard=0.60) presentation of a group [layer1.csv]
group presentation,https://emilyriehl.github.io/files/context.pdf#page=189,grouppresentation,
presentation for an algebra,https://emilyriehl.github.io/files/context.pdf#page=189,presentationforanalgebra,
algebra canonical presentation,https://emilyriehl.github.io/files/context.pdf#page=189,algebracanonicalpresentation,
split coequalizer,https://emilyriehl.github.io/files/context.pdf#page=190,splitcoequalizer,
absolute colimit,https://emilyriehl.github.io/files/context.pdf#page=190,absolutecolimit,
U-split coequalizer,https://emilyriehl.github.io/files/context.pdf#page=190,usplitcoequalizer,
monadicity theorem,https://emilyriehl.github.io/files/context.pdf#page=193,monadicitytheorem,
meet or join semilattice,https://emilyriehl.github.io/files/context.pdf#page=194,meetorjoinsemilattice,
finitary functor,https://emilyriehl.github.io/files/context.pdf#page=195,finitaryfunctor,
finitary monad,https://emilyriehl.github.io/files/context.pdf#page=195,finitarymonad,
model of algebraic theory,https://emilyriehl.github.io/files/context.pdf#page=195,modelofalgebraictheory,Q114682712 (0.840; token_jaccard=0.60) theory of algebraic curves [layer2.csv]; Q114498250 (0.840; token_jaccard=0.60) theory of algebraic numbers [layer2.csv]; Q114682722 (0.840; token_jaccard=0.60) theory of algebraic singularities [layer2.csv]
precise tripleability theorem,https://emilyriehl.github.io/files/context.pdf#page=197,precisetripleabilitytheorem,
reflexive tripleability theorem,https://emilyriehl.github.io/files/context.pdf#page=197,reflexivetripleabilitytheorem,
elementary topos,https://emilyriehl.github.io/files/context.pdf#page=197,elementarytopos,
Beck--Chevalley condition,https://emilyriehl.github.io/files/context.pdf#page=197,beckchevalleycondition,
reflexive pair,https://emilyriehl.github.io/files/context.pdf#page=197,reflexivepair,
model of Lawvere theory,https://emilyriehl.github.io/files/context.pdf#page=200,modeloflawveretheory,
isomorphisms in Eilenberg--Moore category,https://emilyriehl.github.io/files/context.pdf#page=200,isomorphismsineilenbergmoorecategory,
limits in Eilenberg--Moore category,https://emilyriehl.github.io/files/context.pdf#page=201,limitsineilenbergmoorecategory,
colimits in Eilenberg--Moore category,https://emilyriehl.github.io/files/context.pdf#page=201,colimitsineilenbergmoorecategory,
free product of group,https://emilyriehl.github.io/files/context.pdf#page=203,freeproductofgroup,
represented functor as a left Kan extension,https://emilyriehl.github.io/files/context.pdf#page=210,representedfunctorasaleftkanextension,
coinduced G-representation,https://emilyriehl.github.io/files/context.pdf#page=212,coinducedgrepresentation,
coinduced representation,https://emilyriehl.github.io/files/context.pdf#page=212,coinducedrepresentation,
left Kan extension colimit formula,https://emilyriehl.github.io/files/context.pdf#page=214,leftkanextensioncolimitformula,
right Kan extension limit formula,https://emilyriehl.github.io/files/context.pdf#page=214,rightkanextensionlimitformula,
existence of Kan extension,https://emilyriehl.github.io/files/context.pdf#page=216,existenceofkanextension,
n coskeleton,https://emilyriehl.github.io/files/context.pdf#page=219,ncoskeleton,
preservation of Kan extension,https://emilyriehl.github.io/files/context.pdf#page=220,preservationofkanextension,
op-,https://emilyriehl.github.io/files/context.pdf#page=222,op,
Kan extension along a fully faithful functor,https://emilyriehl.github.io/files/context.pdf#page=223,kanextensionalongafullyfaithfulfunctor,
2-of-6 property,https://emilyriehl.github.io/files/context.pdf#page=225,2of6property,
homotopical category,https://emilyriehl.github.io/files/context.pdf#page=225,homotopicalcategory,
homotopical functor,https://emilyriehl.github.io/files/context.pdf#page=225,homotopicalfunctor,
localization functor,https://emilyriehl.github.io/files/context.pdf#page=225,localizationfunctor,
minimal structure,https://emilyriehl.github.io/files/context.pdf#page=226,minimalstructure,
chain homotopy equivalence,https://emilyriehl.github.io/files/context.pdf#page=226,chainhomotopyequivalence,Q1430845 (0.867; token_jaccard=0.67) chain homotopy [layer3.csv]; Q1626409 (0.867; token_jaccard=0.67) homotopy equivalence [layer5.csv]
homotopy category of spaces,https://emilyriehl.github.io/files/context.pdf#page=226,homotopycategoryofspaces,Q5051850 (0.840; token_jaccard=0.60) category of metric spaces [layer2.csv]; Q2000555 (0.840; token_jaccard=0.60) category of topological spaces [layer2.csv]
point-set derived functor,https://emilyriehl.github.io/files/context.pdf#page=227,pointsetderivedfunctor,
deformation,https://emilyriehl.github.io/files/context.pdf#page=227,deformation,
derived functor via a deformation,https://emilyriehl.github.io/files/context.pdf#page=227,derivedfunctorviaadeformation,
total - is an absolute Kan extension,https://emilyriehl.github.io/files/context.pdf#page=228,totalisanabsolutekanextension,
Kan extension defining a limit or colimit,https://emilyriehl.github.io/files/context.pdf#page=230,kanextensiondefiningalimitorcolimit,
limit as a Kan extension,https://emilyriehl.github.io/files/context.pdf#page=230,limitasakanextension,
colimit as a Kan extension,https://emilyriehl.github.io/files/context.pdf#page=230,colimitasakanextension,
Kan extension defining an adjunction,https://emilyriehl.github.io/files/context.pdf#page=230,kanextensiondefininganadjunction,
adjunction as a Kan extension,https://emilyriehl.github.io/files/context.pdf#page=230,adjunctionasakanextension,
generalization of Yoneda lemma,https://emilyriehl.github.io/files/context.pdf#page=231,generalizationofyonedalemma,
dualization of Yoneda lemma,https://emilyriehl.github.io/files/context.pdf#page=232,dualizationofyonedalemma,
coYoneda lemma,https://emilyriehl.github.io/files/context.pdf#page=232,coyonedalemma,
dense subcategory,https://emilyriehl.github.io/files/context.pdf#page=232,densesubcategory,
monad as a Kan extension,https://emilyriehl.github.io/files/context.pdf#page=234,monadasakanextension,
Kan extension defining a monad,https://emilyriehl.github.io/files/context.pdf#page=234,kanextensiondefiningamonad,
finitely additive probability measure,https://emilyriehl.github.io/files/context.pdf#page=235,finitelyadditiveprobabilitymeasure,
homotopy category of a simplicial set,https://emilyriehl.github.io/files/context.pdf#page=235,homotopycategoryofasimplicialset,
geometric realization,https://emilyriehl.github.io/files/context.pdf#page=235,geometricrealization,
geometric realization of simplicial set,https://emilyriehl.github.io/files/context.pdf#page=235,geometricrealizationofsimplicialset,
total singular complex,https://emilyriehl.github.io/files/context.pdf#page=235,totalsingularcomplex,
monoidal product,https://emilyriehl.github.io/files/context.pdf#page=239,monoidalproduct,
unit object,https://emilyriehl.github.io/files/context.pdf#page=239,unitobject,
categorification of a commutative monoid,https://emilyriehl.github.io/files/context.pdf#page=240,categorificationofacommutativemonoid,
disjoint coproduct,https://emilyriehl.github.io/files/context.pdf#page=242,disjointcoproduct,
universal colimit,https://emilyriehl.github.io/files/context.pdf#page=242,universalcolimit,
effective equivalence relation,https://emilyriehl.github.io/files/context.pdf#page=242,effectiveequivalencerelation,
