Wikidata ID,PlanetMath,PlanetMath link,Wikidata Label
Q1376876,decimal expansion,http://planetmath.org/decimalexpansion,Decimal expansion
Q851333,Dedekind cuts,http://planetmath.org/dedekindcuts,Dedekind cut
Q5249754,Dedekind-finite,http://planetmath.org/dedekindfinite,Dedekind-infinite set
Q3043042,deduction,http://planetmath.org/deduction,Deduction
Q649732,deductive system,http://planetmath.org/deductivesystem,Logical calculus
Q5251571,definable,http://planetmath.org/definable,Definable
Q2037833,definition by cases,http://planetmath.org/definitionbycases,Definition by cases
Q168817,degree of an algebraic number,http://planetmath.org/degreeofanalgebraicnumber,Algebraic number
Q209675,delta distribution,http://planetmath.org/deltadistribution,Dirac delta function
Q423986,delta system,http://planetmath.org/deltasystem,Sunflower (mathematics)
Q423986,delta system lemma,http://planetmath.org/deltasystemlemma,Sunflower (mathematics)
Q190556,de Moivre identity,http://planetmath.org/demoivreidentity,DeMoivresFormula
Q3055336,derivation of Hartley function,http://planetmath.org/derivationofhartleyfunction,Hartley function
Q15909572,derivation of quadratic formula,http://planetmath.org/derivationofquadraticformula,Quadratic formula
Q627921,derivation tree,http://planetmath.org/derivationtree,Parse tree
Q3269411,derivative notation,http://planetmath.org/derivativenotation,Newton's notation
Q29167,derivative of matrix,http://planetmath.org/derivativeofmatrix,Matrix calculus
Q2996637,derivative of Riemann integral,http://planetmath.org/derivativeofriemannintegral,Leibniz's rule (derivatives and integrals)
Q3296857,derivatives of sine and cosine,http://planetmath.org/derivativesofsineandcosine,Differentiation of trigonometric functions
Q522216,derived subgroup,http://planetmath.org/derivedsubgroup,Commutator subgroup
Q2528476,descending chain condition,http://planetmath.org/descendingchaincondition,Ascending chain condition
Q2303697,descending order,http://planetmath.org/descendingorder,Sorting
Q579544,determinant of the Vandermonde matrix,http://planetmath.org/determinantofthevandermondematrix,Vandermonde matrix
Q837528,deterministic finite automaton,http://planetmath.org/deterministicfiniteautomaton,Deterministic finite automata
Q163310,deterministic Turing machine,http://planetmath.org/deterministicturingmachine,Turing machine
Q5266672,development,http://planetmath.org/development,Development (topology)
Q60794278,diagonal embedding,http://planetmath.org/diagonalembedding,Separated scheme
Q2894292,diagonal intersection,http://planetmath.org/diagonalintersection,Diagonal intersection
Q1767080,diagonalizable,http://planetmath.org/diagonalizable,Diagonalizable matrix
Q1208191,diagonalization,http://planetmath.org/diagonalization,Diagonalization
Q750114,◇,http://planetmath.org/diamond,■
Q1208706,diamond lemma,http://planetmath.org/diamondlemma,Newman's lemma
Q740970,difference equations,http://planetmath.org/differenceequations1,Recurrence relation
Q7756337,differential field,http://planetmath.org/differentialfield,Differential algebra
Q1047080,differential form,http://planetmath.org/differentialform,Differential form
Q2996637,differentiation under the integral sign,http://planetmath.org/differentiationundertheintegralsign,Leibniz's rule (derivatives and integrals)
Q623447,Diffie-Hellman key exchange,http://planetmath.org/diffiehellmankeyexchange,Diffie–Hellman key exchange
Q10855008,digital object,http://planetmath.org/digitalobject,Virtual artifact
Q10855008,digital object,http://planetmath.org/digitalobject,Virtual artifact
Q929302,dimension (vector space),http://planetmath.org/dimensionvectorspace,Linear algebra/Dimension of a vector space
Q831933,Dini derivative,http://planetmath.org/diniderivative,Dini derivative
Q905896,Diophantine equation,http://planetmath.org/diophantineequation,Diophantine equation
Q272621,Dirac equation,http://planetmath.org/diracequation,Dirac equation
Q1513048,directed set,http://planetmath.org/directedset,Directed set
Q2518906,direction cosines,http://planetmath.org/directioncosines,Direction cosine
Q1778193,direct product of modules,http://planetmath.org/directproductofmodules,Direct product
Q13582243,direct summand,http://planetmath.org/directsummand,Direct summand
Q1142861,direct sum of Hilbert spaces,http://planetmath.org/directsumofhilbertspaces,Direct sum of modules
Q55647755,Dirichlet hyperbola method,http://planetmath.org/dirichlethyperbolamethod,Dirichlet hyperbola method
Q541961,discontinuous,http://planetmath.org/discontinuous,Discontinuous
Q1228863,discrete,http://planetmath.org/discrete,Discrete
Q869887,discrete density function,http://planetmath.org/discretedensityfunction,Probability mass function
Q338707,disjoint,http://planetmath.org/disjoint,Disjoint
Q1651704,disjunction,http://planetmath.org/disjunction,Logical disjunction
Q5282264,disjunction property,http://planetmath.org/disjunctionproperty,Disjunction property
Q5282266,disjunction property of Wallman,http://planetmath.org/disjunctionpropertyofwallman,Disjunction property of Wallman
Q180953,distance to a set,http://planetmath.org/distancetoaset,Distance function
Q1195511,distributed computing project,http://planetmath.org/distributedcomputingproject,List of volunteer computing projects
Q5283194,distribution ensemble,http://planetmath.org/distributionensemble,Distribution ensemble
Q2993265,divided difference,http://planetmath.org/divideddifference,Divided differences
Q5284415,divisibility,http://planetmath.org/divisibility,Divisibility (ring theory)
Q628792,divisibility in rings,http://planetmath.org/divisibilityinrings,Integral domain
Q858520,divisibility test,http://planetmath.org/divisibilitytest,Divisibility rule
Q1854385,division algorithm for integers,http://planetmath.org/divisionalgorithmforintegers,Long division
Q340824,DNF,http://planetmath.org/dnf,DNF
Q1625065,domain of holomorphy,http://planetmath.org/domainofholomorphy,Domain of holomorphy
Q282491,dominant strategy,http://planetmath.org/dominantstrategy,Strictly dominated strategy
Q17457,Donald Knuth,http://planetmath.org/donaldknuth,Donald E Knuth
Q5298509,Dorothy Bernstein,http://planetmath.org/dorothybernstein,Dorothy Bernstein
Q5299992,double coset,http://planetmath.org/doublecoset,Double coset
Q5302369,Dov Tamari,http://planetmath.org/dovtamari,Dov Tamari
Q5310181,dual isogeny,http://planetmath.org/dualisogeny,Dual isogeny
Q1755512,duality in mathematics,http://planetmath.org/dualityinmathematics,Duality (mathematics)
Q212177,duodecimal,http://planetmath.org/duodecimal,Duodecimal
Q450373,Dusa McDuff,http://planetmath.org/dusamcduff,Dusa McDuff
Q2396526,dyad product,http://planetmath.org/dyadproduct,Dyadic tensor
Q1268618,Dyck language,http://planetmath.org/dycklanguage,Dyck word
Q594001,edge covering,http://planetmath.org/edgecovering,Edge covering
Q660571,Edna Kramer,http://planetmath.org/ednakramer,Edna Kramer
Q644257,Edouard Zeckendorf,http://planetmath.org/edouardzeckendorf,Edouard Zeckendorf
Q334054,Efim Zelmanov,http://planetmath.org/efimzelmanov,Efim Zelmanov
Q134210,Egyptian Mathematical Leather Roll,http://planetmath.org/egyptianmathematicalleatherroll,Egyptian Mathematical Leather Roll
Q1346420,Egyptian multiplication and division,http://planetmath.org/egyptianmultiplicationanddivision,Peasant multiplication
Q273711,Einstein field equations,http://planetmath.org/einsteinfieldequations,Einstein field equation
Q673253,Einstein summation convention,http://planetmath.org/einsteinsummationconvention,Einstein notation
Q262370,Eisenstein integers,http://planetmath.org/eisensteinintegers,Eisenstein integer
Q877149,elementarily equivalent,http://planetmath.org/elementarilyequivalent,Elementary embedding
Q877149,elementary embedding,http://planetmath.org/elementaryembedding,Elementary embedding
Q5323278,elementary recursive function,http://planetmath.org/elementaryrecursivefunction,Elementary recursive function
Q466851,Elena Cornaro Piscopia,http://planetmath.org/elenacornaropiscopia,Elena Cornaro Piscopia
Q1329182,Elias Stein,http://planetmath.org/eliasstein,Elias M. Stein
Q274639,Élie Cartan,http://planetmath.org/eliecartan,Élie Cartan
Q3051298,Elizaveta Litvinova,http://planetmath.org/elizavetalitvinova,Elizaveta Litvinova
Q5364875,Ellen Hayes,http://planetmath.org/ellenhayes,Ellen Amanda Hayes
Q1048911,elliptic curve discrete logarithm problem,http://planetmath.org/ellipticcurvediscretelogarithmproblem,Elliptical Curve Cryptography
Q286074,Émile Lemoine,http://planetmath.org/emilelemoine,Émile Lemoine
Q7099,Emmy Noether,http://planetmath.org/emmynoether,Emmy Noether
Q4896670,enneacontahedron,http://planetmath.org/enneacontahedron,Rhombic enneacontahedron
Q333538,Enrico Bombieri,http://planetmath.org/enricobombieri,Enrico Bombieri
Q1345239,entropy encoding,http://planetmath.org/entropyencoding,Entropy coder
Q1060372,envelope of a function,http://planetmath.org/envelopeofafunction,Envelope (mathematics)
Q3502010,equational class,http://planetmath.org/equationalclass,Variety (universal algebra)
Q2543717,equiangular polygon,http://planetmath.org/equiangularpolygon,Equiangular polygon
Q157002,equiangular triangle,http://planetmath.org/equiangulartriangle,Equilateral triangle
Q249092,equicontinuous,http://planetmath.org/equicontinuous,Equicontinuity
Q428388,equilateral polygon,http://planetmath.org/equilateralpolygon,Equilateral polygon
Q1530271,equilibrium point,http://planetmath.org/equilibriumpoint,Equilibrium point (mathematics)
Q130998,equivalence relation,http://planetmath.org/equivalencerelation,EquivalenceRelation
Q956437,equivalent norms,http://planetmath.org/equivalentnorms,Vector norm
Q256355,equivariant,http://planetmath.org/equivariant,Intertwiner
Q716171,Erdős-Ginzburg-Ziv theorem,http://planetmath.org/erdhosginzburgzivtheorem,Zero-sum problem
Q5426803,ergodic,http://planetmath.org/ergodic,Ergodicity
Q65199,Erich Kähler,http://planetmath.org/erichkahler,Erich Kähler
Q168550,Eric Weisstein,http://planetmath.org/ericweisstein,Eric W. Weisstein
Q924443,Ernst Lindelöf,http://planetmath.org/ernstlindelof,Ernst Leonard Lindelöf
Q87554,Ernst Straus,http://planetmath.org/ernststraus,Ernst G. Straus
Q2482753,essential component,http://planetmath.org/essentialcomponent,Schnirelmann density
Q5399582,essential subgroup,http://planetmath.org/essentialsubgroup,Essential subgroup
Q2563809,essential submodule,http://planetmath.org/essentialsubmodule,Essential extension
Q51109,Esther Szekeres,http://planetmath.org/estherszekeres,Esther Szekeres
Q407153,ETAC,http://planetmath.org/etac,Ethyl acetate
Q17295,Euclidean space as a manifold,http://planetmath.org/euclideanspaceasamanifold,Euclidean space
Q867345,Euclidean valuation,http://planetmath.org/euclideanvaluation,Euclidean domain
Q17295,Euclidean vector space,http://planetmath.org/euclideanvectorspace,Euclidean space
Q624580,Euler circuit,http://planetmath.org/eulercircuit,Eulerian path
Q193910,Euler-Fermat theorem,http://planetmath.org/eulerfermattheorem,Euler's theorem
Q5409003,Eulerian poset,http://planetmath.org/eulerianposet,Eulerian poset
Q7604,"Euler, Leonhard",http://planetmath.org/eulerleonhard,EuleR
Q947015,Euler numbers,http://planetmath.org/eulernumbers,Euler numbers
Q624580,Euler path,http://planetmath.org/eulerpath,Eulerian path
Q2346201,Euler polynomial,http://planetmath.org/eulerpolynomial,Bernoulli polynomials
Q187235,Euler product formula,http://planetmath.org/eulerproductformula,Riemann zeta function
Q356653,Euler pseudoprime,http://planetmath.org/eulerpseudoprime,Euler pseudoprime
Q273023,Euler’s constant,http://planetmath.org/eulersconstant,Euler's constant
Q3061381,Evelyn Boyd Granville,http://planetmath.org/evelynboydgranville,Evelyn Boyd Granville
Q5416397,Evelyn Nelson,http://planetmath.org/evelynnelson,Evelyn Nelson
Q5416566,even code,http://planetmath.org/evencode,Even code
Q2794475,even lattice,http://planetmath.org/evenlattice,Unimodular lattice
Q188276,example of pigeonhole principle,http://planetmath.org/exampleofpigeonholeprinciple,Pigeonhole principle
Q83478,examples of groups,http://planetmath.org/examplesofgroups,GrouP
Q426491,examples of regular primes,http://planetmath.org/examplesofregularprimes,Regular prime
Q4406885,exchangeable random variables,http://planetmath.org/exchangeablerandomvariables,Exchangeable random variables
Q5420187,exhaustion by compact sets,http://planetmath.org/exhaustionbycompactsets,Exhaustion by compact sets
Q2397775,existence of maximal ideals,http://planetmath.org/existenceofmaximalideals,Krull's theorem
Q16908484,existence of maximal subgroups,http://planetmath.org/existenceofmaximalsubgroups,Maximal subgroup
Q1163608,existence of the minimal polynomial,http://planetmath.org/existenceoftheminimalpolynomial,Algebraic number minimal polynomial
Q28838156,expansive,http://planetmath.org/expansive,Expansivity
Q200125,expected value,http://planetmath.org/expectedvalue,Expectation operator
Q4391173,exponential,http://planetmath.org/exponential,Exponential (category theory)
Q2919059,exponential factorial,http://planetmath.org/exponentialfactorial,Exponential factorial
Q777407,expressible in closed form,http://planetmath.org/expressibleinclosedform,Closed formula
Q6889814,extended ideal,http://planetmath.org/extendedideal,Modulus (algebraic number theory)
Q2039387,extended real numbers,http://planetmath.org/extendedrealnumbers,Extended real number line
Q1308999,extension of a function,http://planetmath.org/extensionofafunction,Function restriction
Q845060,extremal,http://planetmath.org/extremal,Relative extrema
Q1385465,extreme subset of convex set,http://planetmath.org/extremesubsetofconvexset,Extreme point
Q845060,extremum,http://planetmath.org/extremum,Relative extrema
Q995700,factorial base,http://planetmath.org/factorialbase,Factorial number system
Q1099110,factorization criterion,http://planetmath.org/factorizationcriterion,Sufficient statistic
Q5428731,factor system,http://planetmath.org/factorsystem,Factor system
Q567083,faithful module,http://planetmath.org/faithfulmodule,Annihilator (ring theory)
Q1317672,famous curves,http://planetmath.org/famouscurves,List of curves
Q450226,Fan Chung Graham,http://planetmath.org/fanchunggraham,Fan Chung
Q1396592,Farey pair,http://planetmath.org/fareypair,Farey sequence
Q252311,Farkas Bolyai,http://planetmath.org/farkasbolyai,Farkos Wolfgang Bolyai
Q673184,Feigenbaum constant,http://planetmath.org/feigenbaumconstant,Feigenbaum constants
Q587182,Feigenbaum fractal,http://planetmath.org/feigenbaumfractal,Logistic map
Q207264,Fermat numbers,http://planetmath.org/fermatnumbers,Fermat number
Q3788278,Fermat quotient,http://planetmath.org/fermatquotient,Fermat quotient
Q1317359,Feynman-Kac formula,http://planetmath.org/feynmankacformula,Feynman–Kac formula
Q898323,Feynman path integral,http://planetmath.org/feynmanpathintegral,Path integral formulation of quantum mechanics
Q3520860,Fibonacci Association,http://planetmath.org/fibonacciassociation,The Fibonacci association
Q14240380,fibre,http://planetmath.org/fibre,Fiber (disambiguation)
Q1397439,fibre product,http://planetmath.org/fibreproduct,Fiber product
Q28835,Fields medal,http://planetmath.org/fieldsmedal,FieldsMedal
Q11516722,finite,http://planetmath.org/finite,Finitely
Q3491998,finite complement topology,http://planetmath.org/finitecomplementtopology,Cofiniteness
Q2915225,finite intersection property,http://planetmath.org/finiteintersectionproperty,Finite intersection property
Q2370289,finite morphism,http://planetmath.org/finitemorphism,Finite morphism
Q2498782,Finsler geometry,http://planetmath.org/finslergeometry,Finsler manifold
Q926996,first axiom of countability,http://planetmath.org/firstaxiomofcountability,First countable
Q939725,first fundamental form,http://planetmath.org/firstfundamentalform,First fundamental form
Q4055684,first order language,http://planetmath.org/firstorderlanguage,First-order logic
Q10859910,first-order theory,http://planetmath.org/firstordertheory,First-order theory
Q502563,FitzHugh-Nagumo equation,http://planetmath.org/fitzhughnagumoequation,FitzHugh–Nagumo model
Q21018636,fixed field,http://planetmath.org/fixedfield,Fixed field
Q2112483,flat resolution,http://planetmath.org/flatresolution,Injective resolution
Q1003136,forcing,http://planetmath.org/forcing,Forcing (mathematics)
Q1003136,forcing relation,http://planetmath.org/forcingrelation,Forcing (mathematics)
Q649732,formal system,http://planetmath.org/formalsystem,Logical calculus
Q83303,FORTRAN,http://planetmath.org/fortran,FORTRAN
Q5151604,Fortunate prime,http://planetmath.org/fortunateprime,Fortunate number
Q184410,four-color conjecture,http://planetmath.org/fourcolorconjecture,Four color theorem
Q912624,four hundred ninety-six,http://planetmath.org/fourhundredninetysix,496 (number)
Q179467,Fourier coefficients,http://planetmath.org/fouriercoefficients,Fourier series
Q5475798,Fourier sine and cosine series,http://planetmath.org/fouriersineandcosineseries,Fourier cosine series
Q1339058,fractional differentiation,http://planetmath.org/fractionaldifferentiation,Fractional calculus
Q4168282,fractional integration,http://planetmath.org/fractionalintegration,Differintegral
Q774579,fraction field,http://planetmath.org/fractionfield,Field of fractions
Q33456,fraction power,http://planetmath.org/fractionpower,Power (mathematics)
Q194737,frame,http://planetmath.org/frame,Frame (linear algebra)
Q194737,frame,http://planetmath.org/frame1,Frame (linear algebra)
Q604679,Francesco Faà di Bruno,http://planetmath.org/francescofaadibruno,Francesco Faa di Bruno
Q541018,Frances Kirwan,http://planetmath.org/franceskirwan,Frances Kirwan
Q1180618,Frank Ramsey,http://planetmath.org/frankramsey,Frank Ramsey
Q176244,Frattini subgroup,http://planetmath.org/frattinisubgroup,Frattini subgroup
Q573631,Fredholm index,http://planetmath.org/fredholmindex,Fredholm operator
Q5500180,free associative algebra,http://planetmath.org/freeassociativealgebra,Free ring
Q1455652,free commutative algebra,http://planetmath.org/freecommutativealgebra,Polynomial ring
Q5500266,free hull,http://planetmath.org/freehull,Free monoid
Q1454165,free product with amalgamated subgroup,http://planetmath.org/freeproductwithamalgamatedsubgroup,Free product
Q2112483,free resolution,http://planetmath.org/freeresolution,Injective resolution
Q5500266,free semigroup,http://planetmath.org/freesemigroup,Free monoid
Q75845,Friedrich Bessel,http://planetmath.org/friedrichbessel,Friedrich Wilhelm Bessel
Q769124,Frobenius homomorphism,http://planetmath.org/frobeniushomomorphism,Frobenius endomorphism
Q769124,Frobenius map,http://planetmath.org/frobeniusmap,Frobenius endomorphism
Q939253,Frobenius matrix norm,http://planetmath.org/frobeniusmatrixnorm,Frobenius norm
Q1340153,Frobenius method,http://planetmath.org/frobeniusmethod,Frobenius method
Q769124,Frobenius morphism,http://planetmath.org/frobeniusmorphism,Frobenius endomorphism
Q747027,fully invariant subgroup,http://planetmath.org/fullyinvariantsubgroup,Characteristic subgroup
Q1474584,functional calculus,http://planetmath.org/functionalcalculus,Functional calculus
Q2348801,functional completeness,http://planetmath.org/functionalcompleteness,Complete set of Boolean operators
Q652446,fundamental system of entourages,http://planetmath.org/fundamentalsystemofentourages,Uniform space
Q2235316,fundamental theorem of symmetric polynomials,http://planetmath.org/fundamentaltheoremofsymmetricpolynomials,Elementary symmetric function
Q810225,fundamental units,http://planetmath.org/fundamentalunits,Fundamental dimensions/Forum
Q224821,fuzzy logic,http://planetmath.org/fuzzylogic,Fuzzy logic
Q1055058,fuzzy subset,http://planetmath.org/fuzzysubset,Fuzzy set
Q8348314,f-vector,http://planetmath.org/fvector,Polyhedral combinatorics
Q7286,Gabrielle-Émilie le Tonnelier de Breteuil,http://planetmath.org/gabrielleemilieletonnelierdebreteuil,"Emilie de Breteuil, marquise du Chatelet"
Q2144546,gale,http://planetmath.org/gale,Gale
Q1996100,Galois closure,http://planetmath.org/galoisclosure,Splitting field
Q714220,Galois conjugate,http://planetmath.org/galoisconjugate,Conjugate elements
Q3427418,Galois representation,http://planetmath.org/galoisrepresentation,Galois representation
Q323238,Gaston Julia,http://planetmath.org/gastonjulia,Gaston Julia
Q338886,Gauss Green theorem,http://planetmath.org/gaussgreentheorem,Divergence theorem
Q5527834,Gaussian polynomials,http://planetmath.org/gaussianpolynomials,Gaussian binomial coefficient
Q2851438,gcd domain,http://planetmath.org/gcddomain,GCD domain
Q4669840,Gelfand–Tornheim theorem,http://planetmath.org/gelfandtornheimtheorem,Absolute value (algebra)
Q1499675,Gelfand transform,http://planetmath.org/gelfandtransform,Gelfand representation
Q4973304,generalized Boolean algebra,http://planetmath.org/generalizedbooleanalgebra,Boolean algebra (structure)
Q25304332,generalized factorial,http://planetmath.org/generalizedfactorial,Bhargava factorial
Q731894,generalized Hölder inequality,http://planetmath.org/generalizedholderinequality,Hölder's inequality
Q185612,generalized regular expression,http://planetmath.org/generalizedregularexpression,Regular expression
Q6425087,general type,http://planetmath.org/generaltype,Kodaira dimension
Q416508,generic,http://planetmath.org/generic,Generics
Q449470,generic point,http://planetmath.org/genericpoint,Generic point
Q1771121,Gentzen system,http://planetmath.org/gentzensystem,Sequent calculus
Q28517129,genus of topological surface,http://planetmath.org/genusoftopologicalsurface,Genus (mathematics)
Q213488,geodesic,http://planetmath.org/geodesic,Geodesic
Q213488,geodesic triangle,http://planetmath.org/geodesictriangle,Geodesic
Q173523,geometric sequence,http://planetmath.org/geometricsequence,Geometric Progression
Q5535486,geometry,http://planetmath.org/geometry,Geometry (group theory)
Q337040,George Dantzig,http://planetmath.org/georgedantzig,George Dantzig
Q296259,George Pólya,http://planetmath.org/georgepolya,George Pólya
Q296259,George Pólya,http://planetmath.org/georgepolya,George Pólya
Q57228,Georg Frobenius,http://planetmath.org/georgfrobenius,Ferdinand Georg Frobenius
Q10615255,Gergonne triangle,http://planetmath.org/gergonnetriangle,Incircle and excircles
Q5553285,Gertrude Blanch,http://planetmath.org/gertrudeblanch,Gertrude Blanch
Q450290,Gertrude Cox,http://planetmath.org/gertrudecox,Gertrude Mary Cox
Q191029,Giuseppe Peano,http://planetmath.org/giuseppepeano,Giuseppe Peano
Q1367799,Givens rotation,http://planetmath.org/givensrotation,Givens rotation
Q544369,Glivenko-Cantelli lemma,http://planetmath.org/glivenkocantellilemma,Glivenko–Cantelli theorem
Q5570832,global dimension,http://planetmath.org/globaldimension,Global dimension
Q5580171,Goldie ring,http://planetmath.org/goldiering,Goldie's theorem
Q9366,Google calculator,http://planetmath.org/googlecalculator,Google Search
Q11641,Grace Hopper,http://planetmath.org/gracehopper,Grace Hopper
Q15534632,graded algebra,http://planetmath.org/gradedalgebra,Graded ring
Q1409400,Gram matrix,http://planetmath.org/grammatrix,Gram matrix
Q475239,Gram-Schmidt orthogonalization,http://planetmath.org/gramschmidtorthogonalization,Gram–Schmidt process
Q1371756,Grapher,http://planetmath.org/grapher,Grapher
Q1371756,Grapher,http://planetmath.org/grapher,Grapher
Q584521,graph homeomorphism,http://planetmath.org/graphhomeomorphism,Homeomorphism (graph theory)
Q4115842,graph topology,http://planetmath.org/graphtopology,Topological graph theory
Q585175,Great Internet Mersenne Prime Search,http://planetmath.org/greatinternetmersenneprimesearch,Great Internet Mersenne Prime Search
Q8216,Greek alphabet,http://planetmath.org/greekalphabet,Greek Alphabet
Q68550,Grete Hermann,http://planetmath.org/gretehermann,Grete Hermann
Q117346,Grigori Perelman,http://planetmath.org/grigoriperelman,Grigori Perelman
Q1948965,grössencharacter,http://planetmath.org/grossencharacter,Hecke character
Q17019511,group C^*-algebra,http://planetmath.org/groupcalgebra,Group algebra of a locally compact group
Q19922917,group inverse,http://planetmath.org/groupinverse,Group inverse
Q1196038,groupoids,http://planetmath.org/groupoids,Groupoid
Q3777923,group scheme of multiplicative units,http://planetmath.org/groupschemeofmultiplicativeunits,Multiplicative group
Q1695400,group variety,http://planetmath.org/groupvariety,Algebraic group
Q1162676,Haar integral,http://planetmath.org/haarintegral,Haar measure
Q1422682,Hadamard conjecture,http://planetmath.org/hadamardconjecture,Hadamard matrix
Q567843,Hahn-Mazurkiewicz theorem,http://planetmath.org/hahnmazurkiewicztheorem,Space-filling curve
Q680611,Hamel function,http://planetmath.org/hamelfunction,Cauchy's functional equation
Q273037,Hamiltonian cycle,http://planetmath.org/hamiltoniancycle,Hamiltonian cycle
Q173853,Hamiltonian quaternions,http://planetmath.org/hamiltonianquaternions,Quaternian
Q272172,Hamming metric,http://planetmath.org/hammingmetric,Hamming distance
Q2852446,handle decomposition,http://planetmath.org/handledecomposition,Handle decomposition
Q954454,handshake lemma,http://planetmath.org/handshakelemma,Handshaking Lemma
Q3075250,Hardy-Littlewood maximal operator,http://planetmath.org/hardylittlewoodmaximaloperator,Hardy–Littlewood maximal function
Q3075250,Hardy-Littlewood maximal theorem,http://planetmath.org/hardylittlewoodmaximaltheorem,Hardy–Littlewood maximal function
Q190070,harmonic oscillator,http://planetmath.org/harmonicoscillator,Harmonic oscillator
Q1135706,Harnack theorem,http://planetmath.org/harnacktheorem,Harnack's principle
Q299807,hashing,http://planetmath.org/hashing,Hash
Q34010,Haskell,http://planetmath.org/haskell,Haskell language
Q1501997,Hausdorff metric,http://planetmath.org/hausdorffmetric,Hausdorff distance
Q2737027,hazard function,http://planetmath.org/hazardfunction,Failure rate
Q5695308,Heawood number,http://planetmath.org/heawoodnumber,Heawood number
Q48970267,Hecke algebra,http://planetmath.org/heckealgebra,Hecke algebra
Q4053718,hedgehog space,http://planetmath.org/hedgehogspace,Hedgehog space
Q65088643,height function,http://planetmath.org/heightfunction,Height function
Q1225713,height of a prime ideal,http://planetmath.org/heightofaprimeideal,Krull dimension
Q436867,Helen Merrill,http://planetmath.org/helenmerrill,Helen Merrill
Q180953,hemimetric,http://planetmath.org/hemimetric,Distance function
Q206005,Henri Lebesgue,http://planetmath.org/henrilebesgue,Henri Lebesgue
Q81082,Henri Poincaré,http://planetmath.org/henripoincare,Henri Poincaré
Q1607573,henselian field,http://planetmath.org/henselianfield,Henselian
Q11100458,Herta Freitag,http://planetmath.org/hertafreitag,Herta Freitag
Q1992087,heteroclinic,http://planetmath.org/heteroclinic,Heteroclinic orbit
Q5748696,hexacode,http://planetmath.org/hexacode,Hexacode
Q82828,hexadecimal,http://planetmath.org/hexadecimal,Hexadecimal
Q3208514,Higgs prime,http://planetmath.org/higgsprime,Higgs prime
Q656645,Hilbert basis theorem,http://planetmath.org/hilbertbasistheorem,Hilbert's basis theorem
Q910361,Hilbert system,http://planetmath.org/hilbertsystem,Hilbert systems
Q168267,Hilda Geiringer,http://planetmath.org/hildageiringer,Hilda Geiringer
Q155381,Hjalmar Mellin,http://planetmath.org/hjalmarmellin,Hjalmar Mellin
Q207476,holomorphic,http://planetmath.org/holomorphic,Holomorphic function
Q2052951,holomorphically convex,http://planetmath.org/holomorphicallyconvex,Function of several complex variables
Q5889857,homeotopy,http://planetmath.org/homeotopy,Homeotopy
Q5889155,Home prime,http://planetmath.org/homeprime,Home prime
Q690494,homoclinic,http://planetmath.org/homoclinic,Homoclinic orbit
Q80216,homogeneous,http://planetmath.org/homogeneous,Homogeneity (disambiguation)
Q15534632,homogeneous ideal,http://planetmath.org/homogeneousideal,Graded ring
Q19923167,homothetic,http://planetmath.org/homothetic,Homothetic
Q9382514,homotopy extension property,http://planetmath.org/homotopyextensionproperty,Homotopy extension property
Q1626416,homotopy groups,http://planetmath.org/homotopygroups,Homotopy group
Q746083,homotopy invariance,http://planetmath.org/homotopyinvariance,Homotopy
Q3983973,homotopy lifting property,http://planetmath.org/homotopyliftingproperty,Homotopy lifting property
Q746083,homotopy of maps,http://planetmath.org/homotopyofmaps,Homotopy
Q746083,homotopy of paths,http://planetmath.org/homotopyofpaths,Homotopy
Q531126,Hopf bifurcation theorem,http://planetmath.org/hopfbifurcationtheorem,Hopf bifurcation
Q1627604,Hopf bundle,http://planetmath.org/hopfbundle,Hopf fibration
Q5900526,Hopfian module,http://planetmath.org/hopfianmodule,Hopfian object
Q944658,Horner’s rule,http://planetmath.org/hornersrule,Horner's method
Q195076,Hough transform,http://planetmath.org/houghtransform,Hough transform
Q2647,Huffman coding,http://planetmath.org/huffmancoding,Data compression/Huffman coding
Q2647,Huffman’s algorithm,http://planetmath.org/huffmansalgorithm,Data compression/Huffman coding
Q517990,Hyman Bass,http://planetmath.org/hymanbass,Hyman Bass
Q5956382,Hyman Levy,http://planetmath.org/hymanlevy,Hyman Levy
Q11903,Hypatia,http://planetmath.org/hypatia,Hypatia
Q204034,hyperbolic functions,http://planetmath.org/hyperbolicfunctions,Hyperbolic functions
Q204034,hyperbolic identities,http://planetmath.org/hyperbolicidentities,Hyperbolic functions
Q3828581,hyperbolic metric space,http://planetmath.org/hyperbolicmetricspace,Hyperbolic metric space
Q7582218,hyperbolic rotation,http://planetmath.org/hyperbolicrotation,Squeeze mapping
Q3042004,hyperbolic set,http://planetmath.org/hyperbolicset,Hyperbolic set
Q1094282,hyperbolic sine integral,http://planetmath.org/hyperbolicsineintegral,Trigonometric integral
Q5958653,hypergroup,http://planetmath.org/hypergroup,Hyperstructure
Q4795851,hyperplane arrangement,http://planetmath.org/hyperplanearrangement,Arrangement of planes
Q5958541,hyperreal,http://planetmath.org/hyperreal,Hyperreal
Q93241,Hypertext,http://planetmath.org/hypertext,Hypertext
Q8811,Hypertext Markup Language,http://planetmath.org/hypertextmarkuplanguage,HTML
Q4138816,hypoelliptic,http://planetmath.org/hypoelliptic,Hypoelliptic operator
Q5961184,hypostatic abstraction,http://planetmath.org/hypostaticabstraction,Hypostatic abstraction
Q210832,hypothesis testing,http://planetmath.org/hypothesistesting,Statistical hypothesis test
